text,crowd_label,conf0,conf1,conf2,itemID
"Chris Urmson, director of Self-Driving Cars at Google, speaking at Automated Vehicle Symposium 2014. url",2,0.0,0.0,1.0,24
How is an automated vehicle supposed to behave in an emergency? #AutoAuto,2,0.0,0.0,1.0,25
"#AnnArbor is home to ongoing experiment w/ talking #cars? ""mention Automated vehicle test site groundbreaking today url",2,0.0,0.0,1.0,26
WO2012158248A1 Collaborative Vehicle Control Using Both Human Operator And Automated Controller ... #B60Q #B60Q1 url,2,0.0,0.0,1.0,27
Blogged: Automated vehicles and the Motor Vehicle Code: url,2,0.0,0.0,1.0,28
"California's new automated vehicle regulations (smartly) do not define the ""operator"" of automated vehicles. New term is ""designee.""",2,0.0,0.0,1.0,29
"Last year, Google warned it would have an automated vehicle  ""commercialized product in the not-too-distant future.""  url",2,0.1502,0.1502,0.6996,30
mention video: sensors on Fusion Hybrid Automated Research Vehicle  url,2,0.0,0.0,1.0,31
Ford just revealed it's Automated Ford Fusion Hybrid Vehicle. Pretty amazing. #fordtrends @ Ford TestIaAa_ url,1,0.12335000000000006,0.7533,0.12335000000000006,32
Here's the mention Fusion Automated Hybrid Research Vehicle. And those are light sensors on the roof: url,2,0.0,0.0,1.0,33
"At #ITSWC14 in Detroit, GM announces new automated and connected vehicle technologies for 2017 Cadillac models: url",2,0.0,0.0,1.0,34
GM announces new automated and connected vehicle technologies for 2017 Cadillac models: adillacIaAas 2017 model year... url,2,0.14639999999999995,0.14639999999999995,0.7072,35
"Dematic Introduces Pallet Delivery Automated Guided Vehicle System Kit: GRAND RAPIDS IaAU Dematic, a supplier of... url",2,0.0,0.0,1.0,36
GM announces new automated and connected vehicle technologies for 2017 Cadillac models: adillacIaAas 2017 model year... url,2,0.0,0.0,1.0,37
Fully automated vehicle enabled with #ibmcloud at #ibmpulse url,2,0.0,0.0,1.0,38
mention yeah. The only reason to have an automated vehicle is so you can drink in it. #Duh,2,0.0,0.0,1.0,39
"#TreatsTrails rt""mention IaAOLight in MotionIaAa Car IaAUI Fully Automated Electric Vehicle url",2,0.1189,0.1189,0.7622,40
boarded for the Automated Vehicle Symposium 2014. use #autoauto for conference related tweets,2,0.0,0.0,1.0,41
Gearing up for the Automated Vehicle Symposium 2014. use #autoauto for conference related tweets,2,0.1336,0.1336,0.7328,42
Will insurance markets be ready 4 shift to product vs personal liability? MT mention Nissan autonomous car by 2020 url,2,0.11755,0.11755,0.7649,43
Nissan to have an autonomous car by the year 2020. Sign me up!,1,0.11245,0.7751,0.11245,44
"Google reportedly working on its own car, considering autonomous taxi service - url",2,0.0,0.0,1.0,45
"So yeah, just throwing this out there again. Would totally be down to beta test an autonomous car.",1,0.13024999999999998,0.7395,0.13024999999999998,46
"mention theyIaAare doing a good job of not implying the autonomous, sentient car that was involved in the accident is not at fault.",0,1.0,0.0,0.0,47
"mention Musk reluctant to partner with Apple, Google, but an Android controlled, autonomous smart-car would be awesome!!",1,0.1673,0.6654,0.1673,48
Autonomous car concept brings business class to the road url url,2,0.0,0.0,1.0,49
Autonomous car study: FL among first to embrace technology & real business opportunities for state thanks to law by mention #sayfie,2,0.0,0.0,1.0,50
GM's Mark Reuss: we have been building and testing autonomous vehicles (think Google car) for 8 - 10 years with results in current cars,2,0.0,0.0,1.0,51
Morgan Stanley has finally put a precise date on the autonomous car utopia: url,2,0.0,0.0,1.0,52
"Rendell: I was gonna take Uber, but if an autonomous car is here it could drive me home. Ed, tell the PUC to clarify mention is legal!",2,0.11370000000000002,0.11370000000000002,0.7726,53
Great update IaAOmention A good description of existing car #Autonomous functions by #SysConMedia. url,2,0.1295,0.1295,0.741,54
"Shelley, Stanford Autonomous Car at #StanfordConnects LA ! url",2,0.1372,0.1372,0.7256,55
Where's My Autonomous Car?  url by mention #Google #driverlesscar,2,0.0,0.0,1.0,56
Waiting for lexus presser at #2013ces. Autonomous car tech hoping to make  @ Mandalay Bay Convention Center url,2,0.0,0.0,1.0,57
Closer than previously expected: autonomous horizon. | NYTimes: Drivers With Hands Full Get a Backup: The Car url,2,0.0,0.0,1.0,58
RT mention Q&A with Toyota executive about the new autonomous Lexus project. Just don't call it a robot car url,2,0.0,0.0,1.0,59
Toyota showcased autonomous car tech at CES - url,2,0.0,0.0,1.0,60
The autonomous automobile... Why the big car makers are letting #Tesla take the lead with self-driving cars. url,2,0.0,0.0,1.0,61
MTIaAOmention Mercedes autonomous long-distance drive: will this give Google's car a run for its money? url #Sayfie,2,0.0,0.0,1.0,62
#Java powered autonomous #car. url,2,0.1189,0.1189,0.7622,63
#connected car tent. 4 unique perspectives on the #future of connected and autonomous cars @ SXSW 2014 url,2,0.0,0.0,1.0,64
I just saw an autonomous car in Lake Charles. It was green. Does anyone know what company it might have been?,2,0.0,0.0,1.0,65
"one autonomous test car generates 300gb of camera data per hour // VW Chief: IaAOThe car must not become a data monster"" url",2,0.126,0.126,0.748,66
Self driving autonomous car #innovationMOHA,2,0.0,0.0,1.0,67
Finished SF>LA drive. Now itIaAas LA>OC in rush hour for a meeting. I canIaAat wait for an autonomous google car.,1,0.1502,0.6996,0.1502,68
Unique concept; not sure what to think. Autonomous car doubles as a room in your condo: url,2,0.0,0.0,1.0,69
RT IaAOmention Great article on #disabled transportation I will opt 4  mention 2 deliver my #autonomous car url,1,0.14745000000000005,0.7051,0.14745000000000005,70
"mention - please, whatIaAas an IaAOautonomousIaAa car?",2,0.0,0.0,1.0,71
ITU & GSMA need to accelerate std's before the kids hit road mention ITU given keys to autonomous car standards url,2,0.0,0.0,1.0,72
Autonomous cars + UberIaAas model = letting your car make you money while not using it. Will you even own a car if not for profit? #Future,2,0.13040000000000002,0.13040000000000002,0.7392,73
"The #Google autonomous car paid a visit to Nvidia HQ. Pretty cool technology, but as a person whoIaAa_ url",1,0.14925,0.7015,0.14925,74
"Meeting at the GM offices in Palo Alto, the segway autonomous car has only 2 wheels. [pic]: url",2,0.12765,0.12765,0.7447,75
"Slowly and steadily the autonomous car will arrive, with the help of...automated driving aids. url",2,0.0,0.0,1.0,76
In less than five years I can use the Google autonomous car. I will get on the list now,1,0.1377,0.7246,0.1377,77
"mention Slowly and steadily the autonomous car will arrive, with the help of driving aids url",2,0.0,0.0,1.0,78
"autonomous car accidents, are the easiest problem to solve thanks to cameras and no fault states via mention #AutoForum",2,0.1938,0.1938,0.6124,79
Safety mandates forecast to drive autonomous car sales: url mention,2,0.0,0.0,1.0,80
"Hypermorgen Icons For The Near Future, From Printable Meat To Autonomous Car Warnings url",2,0.0,0.0,1.0,81
The new mention Murano offers more advances tech getting them closer to goal of autonomous car by 2020 #NYIAS,2,0.0,0.0,1.0,82
Self-driving car mention for autonomous vehicle exhibit opening 5/8 (it didn't drive itself inside) url,2,0.0,0.0,1.0,83
"Come to think of it, looks like the first self-driving (autonomous) car was Toyota...",2,0.0,0.0,1.0,84
"It'll be cool when cars are fully autonomous, cause I'm totally gonna sleep while my car drives.",1,0.12305,0.7539,0.12305,85
I look forward to seeing Google's self-driving car and other autonomous vehicles driving around the District url,1,0.0,1.0,0.0,86
IaAOTook a ride in a Google self-driving car. Lived to tell about it: url #Autonomous url mention,1,0.17935,0.6413,0.17935,87
Nissan debuts first-ever fly-by-wire automobile steering system. Your autonomous car is gonna love it. url,1,0.0,1.0,0.0,88
"The huge news this week in the auto industry is mention self-driving, autonomous car: url url",2,0.1888,0.1888,0.6224,89
"Google unveils fully autonomous, hands-free car prototype [w/videos]  url",2,0.1411,0.1411,0.7178,90
Human Factor 2: what if the autonomous car doesn't show up when you summoned it,0,0.7388,0.1306,0.1306,91
Human Factor 3: what if the autonomous car has a flat tire?,2,0.0,0.0,1.0,92
Human Factor 4: what if the autonomous car needs to merge with your friends in their autonomous cars?,2,0.12815,0.12815,0.7437,93
The Car-Phone has evolved into the Phone-Car #autonomous #futurecar #driverless url,2,0.13085000000000002,0.13085000000000002,0.7383,94
"Nope, it's not a mapping car - it's an autonomous car. @ SLAC National Accelerator Laboratory url",2,0.0,0.0,1.0,95
"The huge news this week in the auto industry is mention self-driving, autonomous car: url url",2,0.1853,0.1853,0.6294,96
Google unveils driver-less car...can you see yourself buying an autonomous car?url,2,0.0,0.0,1.0,97
"Very cool video of how an autonomous car works. From ""Where To?"" Opening tomorrow mention #chmwhereto url",1,0.0,1.0,0.0,98
"#MITCIO John Leonard, mit autonomous car guru. Google: Combine sensors on car + knowledge of detailed knowledge of   context.",2,0.11470000000000002,0.11470000000000002,0.7706,99
"Reuss says Google autonomous car looks kind of like VW and that it is ""kind of cool.""",1,0.14429999999999998,0.7114,0.14429999999999998,100
Google's announcement of their new self driving car arrived just in time for my debate on autonomous vehicles,2,0.11755,0.11755,0.7649,101
Google unveils driver-less car...can you see yourself buying an autonomous car?url,2,0.0,0.0,1.0,102
"Whilst you may think an autonomous car may solve this, you'd be wrong. I'm terrible at naps once I've risen for the day.",2,0.13579999999999998,0.13579999999999998,0.7284,103
Driver vs. Autonomous car: Who Wins? url #twitterpoll #article,2,0.0,0.0,1.0,104
What you and I as enthusiasts learn from #TUdetroit and the Google Car is that Autonomous Drive is closer than anyone's figured.,2,0.14025,0.14025,0.7195,105
"#TUdetroit: Nissan's Dan Teeter, Director, Connected Services, goes from Connected Car to Autonomous Drive.",2,0.0,0.0,1.0,106
"#TUdetroit Teeter, mention Autonomous Drive Leaf is the first self-driving car to be plated in Japan; even demoed by the Prime Minister.",2,0.12845,0.12845,0.7431,107
I wonder if GoogleIaAas autonomous car will include an IaAeIIIaAam feeling luckyIaAa button.,2,0.0,0.0,1.0,108
Thx 2 mention 4 bringing their #autonomous car 2 #Congress. This technology will literally drive the future. url,1,0.18595,0.6281,0.18595,109
"Would you buy an autonomous driving car? Excited, dubious or downright offended? url",2,0.0,0.0,1.0,110
"#TUdetroit Teeter, mention Autonomous cars, just around the corner, could revolutionize the entire design of tomorrow's car.",2,0.1855,0.1855,0.629,111
"Autonomous cars in $10K. IaAOmention This startup claims it can make any car autonomous for $10,000 url mention",2,0.0,0.0,1.0,112
Sitting in a room full of PhDs discussing the future of the Connected & Autonomous Car. Technology changes everything. #connectedcar,2,0.11564999999999998,0.11564999999999998,0.7687,113
Autonomous Driving Advantage #14 - Your car can drive itself to the shop so you don't have to wait around in some smelly waiting room,1,0.0,1.0,0.0,114
"#cybersecurity The 'autonomous,' hackable car url #infosec",2,0.12795,0.12795,0.7441,115
See Volvo's Autonomous Parking Car in Action url,2,0.1817,0.1817,0.6366,116
"Showing video of google autonomous car -- it is very cool. 350,000 miles driven w/ no driver interaction across 10 vehicles.",1,0.0,1.0,0.0,117
See Volvo's Autonomous Parking Car in Action url,2,0.0,0.0,1.0,118
The #autonomous car is inevitable. #DriverlessCar url,2,0.1365,0.1365,0.727,119
"#cybersecurity The 'autonomous,' hackable car url #infosec",0,0.7551,0.12245,0.12245,120
"mention GPS/INS onboard IaAOmention Stanley, DARPA's autonomous car parked in #TimeNav url",2,0.0,0.0,1.0,121
"The Autonomous Car: A WWJ Business Breakfast, 6/5/13: Wednesday, June 5, 2013Registration, ContinentalBreakfast &... url",2,0.0,0.0,1.0,122
Just passed the #Google autonomous car on the 280. #scary,0,0.7243,0.13784999999999994,0.13784999999999994,123
"Chevrolet's concept car EN-V, key feature: autonomous vehicle mention mention #ItsNotWhitchcraft url",2,0.0,0.0,1.0,124
"This $10,000 Kit Makes Any Car (Almost) Autonomous url",2,0.0,0.0,1.0,125
Autonomous car hack #seawear mention mention url,2,0.11909999999999996,0.11909999999999996,0.7618,126
Autonomous car @ Volkswagen automotive innovation laboratory url,2,0.0,0.0,1.0,127
Engadget: Nissan Leaf prototype becomes first autonomous car to hit Japanese highways (video) url,2,0.0,0.0,1.0,128
Differentiating car experience will be a huge challenge/opportunity in autonomous cars - Mercedes benz #vlabauto,2,0.0,0.0,1.0,129
And it is Baidu's turn for a semi autonomous car...url,2,0.0,0.0,1.0,130
"120-minute oil change. Apparently, they thought my 1999 Camry is an autonomous car that doesn't give a damn if its time is wasted.",0,1.0,0.0,0.0,131
"Educated guess: 20% of new car sales, in 10 years from now, will be from autonomous driving mention mention",2,0.0,0.0,1.0,132
"""Oh, mention is making an autonomous car... we'll make our own!"" url url",2,0.12990000000000002,0.12990000000000002,0.7402,133
MattIaAas Favorites: A Ride In An Autonomous Car And Much More: So whatIaAas the latest on a fine fall Monday? Put down... url,2,0.0,0.0,1.0,134
"mention driverless cars make people see a car without a person in it. how about autonomous automobiles, shortened to auto auto",2,0.15965,0.15965,0.6807,135
Drivers would opt for autonomous driving for cheaper car insurance as well url,1,0.12724999999999995,0.7455,0.12724999999999995,136
Autonomous car panel mention with mention mention #continental #CCELA url,2,0.0,0.0,1.0,137
stupid autonomous car  if you can drive yourself you should be able to write a damn research paper on yourself too,0,0.7513,0.12435000000000004,0.12435000000000004,138
"""mention Video: Autonomous car support subject of political attack ad url",2,0.0,0.0,1.0,139
"Great! So all the cars following w/out it, will rear end your new car RT:EU Will Require Autonomous Braking on New Cars url",0,0.7442,0.1279,0.1279,140
To put it in lay terms. An autonomous nuclear powered car just landed itself on Mars using a rocket crane! This is huge!,1,0.1376,0.7248,0.1376,141
There's some great projects being worked on in our robotics lab like an autonomous car and lego builder. At WCCC we love a hands-on approach,1,0.18615,0.6277,0.18615,142
Truly autonomous: basically the car just goes. Maybe by 2025 to reach that point. #cas13,2,0.0,0.0,1.0,143
"Last night I saw horse cops, makes me have hope for the car once silly autonomous vehicles take over the market url",1,0.13549999999999995,0.7290000000000001,0.13549999999999995,144
"Great evaluation on the moral consequences of autonomous car design.  Should the driver, or child on the road die? url",2,0.12855,0.12855,0.7429,145
. google autonomous vehicle. (Self-driving car) #automotive #tech @ Google url,2,0.0,0.0,1.0,146
#Google autonomous car at the #Googleplex... Most likely nicknamed T-1000. #wereallgonnadie url,2,0.12450000000000006,0.12450000000000006,0.7509999999999999,147
mention mention Why a flying car when you can just have an autonomous car? Robot Death Cars and Drones. #skynet,2,0.1205,0.1205,0.759,148
mention Yes. The raspberry pi work for autonomous car telemetry data will be Christmas holidays project.,2,0.0,0.0,1.0,149
Selectable ethics for your autonomous car url . Could be bad if there was a hate #yyc #yycbike setting.,2,0.11635,0.11635,0.7673,150
Driverless vehicles? Even in D.C. streets? An autonomous car takes a capital test run. url,2,0.0,0.0,1.0,151
Will it be illegal to drive wearing Google mention ? Not if you're driving in an autonomous mention car I bet!,2,0.12025000000000002,0.12025000000000002,0.7595,152
"Autonomus car will drive Miss Daisy, and me, I hope ~ Autonomous Vehicles Now Legal in California | Autopia | Wired url",1,0.0,1.0,0.0,153
#BLOG: How Close is Google's 'Autonomous Driver-less Car' From Reality url via mention,2,0.1154,0.1154,0.7692,154
#BLOG: How Close is Google's 'Autonomous Driver-less Car' From Reality url via mention,2,0.0,0.0,1.0,155
mention mention mention Agreed! Or just build an autonomous car real fast and make THAT drive you home.,2,0.13229999999999995,0.13229999999999995,0.7354,156
autonomous car technology in my lifetime? just a blurb on NPR today.,2,0.0,0.0,1.0,157
"""Autonomous"" car technology RT mention Google's clout helps win legislative support for self-driving vehicles: url",2,0.0,0.0,1.0,158
mention hints next gen #titan will be shown at #naias 2015. Also says will make full autonomous car for production by 2020 #breaking news,2,0.14350000000000002,0.14350000000000002,0.713,159
"Manual, automatic, and....autonomous? I'm going to miss driving my car. #Google",0,0.6258,0.1871,0.1871,160
Aspiring car designers won mention Challenge Design for ideas to support the autonomous future of mobility url,2,0.0,0.0,1.0,161
mention pledges to mass produce a fully autonomous car by 2020 #NAIAS14,2,0.12965,0.12965,0.7407,162
"If I was in the driver's side of an autonomous Google car and rolled up beside you and said ""hop in,"" would you? Y/N",2,0.0,0.0,1.0,163
mention RR the first autonomous car for the uber rich?,2,0.0,0.0,1.0,164
Sucks to be the luddites who have no appreciation for fine automobiles. Autonomous car technology is here like we've always dreamt.,1,0.1805,0.639,0.1805,165
Google's self-driving car still has many flaws url via mention mention #Autonomous  #Robots,0,1.0,0.0,0.0,166
"GM's CEO isn't talking about this right now, but GM's autonomous car concept uses less weight and # energy: url #CERAWeek",1,0.14939999999999998,0.7012,0.14939999999999998,167
ICYMI: #Audi became the first car company to receive an autonomous car permit in California this week. The future is neeeeeeear.,2,0.11764999999999998,0.11764999999999998,0.7647,168
Tesla CEO Musk Sees Fully Autonomous Car Ready in Five or Six Years. url,2,0.0,0.0,1.0,169
"Been trying to contact mention about their autonomous car, why is it so hard to talk to somebody?",0,0.75,0.125,0.125,170
Autonomous car ready in 6 years: Tesla CEO url,2,0.0,0.0,1.0,171
Audi gets Nevada's second autonomous vehicle license url via mention,2,0.12855,0.12855,0.7429,172
"Yup. RT mention Wow! Audi cars now park themselves-first automaker with an ""autonomous"" vehicle license in Nevada....",1,0.18625000000000005,0.6275,0.18625000000000005,173
Autonomous vehicle legislation is unnecessary. Manufacturer plates already exist for testing. A dumb marketing move. #MISOTS,0,0.6223,0.18885,0.18885,174
'Driving' CES into the future: The image of an autonomous vehicle is something we may see on Las Vegas valley roads... url,2,0.0,0.0,1.0,175
Toyota and Lexus showcase autonomous research vehicle | TechHive url via mention,2,0.0,0.0,1.0,176
Toyota Motor Corp and Lexus to reveal autonomous research vehicle at CES url,2,0.0,0.0,1.0,177
mention doesn't #google already have an #autonomous vehicle?,2,0.0,0.0,1.0,178
WO2013138033A1 Actively Modifying A Field Of View Of An Autonomous Vehicle In View Of ... $GOOG #B60W #B60W30 url,2,0.12414999999999995,0.12414999999999995,0.7517,179
mention mention IaaAWill autonomous vehicle manufacturers who assume all risk be the catalyst to adoption + disrupt insurance markets?,2,0.1815,0.1815,0.637,180
Ford and Google are looking to commercial this driver less (autonomous) vehicle...,2,0.12295,0.12295,0.7541,181
"What? An ""autonomous vehicle""? Gotta look into it....",2,0.12295,0.12295,0.7541,182
WO2013138000A1 Modifying Behavior Of Autonomous Vehicle Based On Predicted Behavior Of ... $GOOG #B60W #B60W30 url,2,0.0,0.0,1.0,183
"Completely agree with Bran Ferrin's quote at #TED2014: ""The next Pantheon is not the Internet - it's the autonomous vehicle.""",2,0.13745000000000002,0.13745000000000002,0.7251,184
Getting a very mention vibe from #autonomous vehicle conversation with mention and mention #govlabsxsw #DeloitteSXSW,2,0.0,0.0,1.0,185
Minnesota Autonomous Vehicle Meetup. (@ Hack Factory of Minnesota - mention url,2,0.1225,0.1225,0.755,186
At mention Autonomous Vehicle Competition with the kids. url,2,0.0,0.0,1.0,187
mention QNX helps drive new autonomous vehicle project url mention,2,0.0,0.0,1.0,188
hey mention check out #sharknado the #arduino powered autonomous vehicle url #gps #magnetometer #ultrasonic,2,0.12169999999999995,0.12169999999999995,0.7566,189
What's the proper procedure for a cop to pull over an autonomous vehicle?,2,0.0,0.0,1.0,190
"That's a good question... passenger override? ""mention What's the proper procedure for a cop to pull over an autonomous vehicle?""",2,0.0,0.0,1.0,191
"Google, be honest...this is the true inspiration for your ""autonomous"" vehicle. url",2,0.18885,0.18885,0.6223,192
mention mention may be the last non-autonomous vehicle standing.,2,0.11435,0.11435,0.7713,193
"The #UMichMTC autonomous vehicle testing facility mention is ""unique in the world,"" says David Munson. url",2,0.1844,0.1844,0.6312,194
Design changes expectations; we may choose wearable device experience over driving- case for autonomous vehicle by mention mention,2,0.0,0.0,1.0,195
"""First autonomous vehicle was the horse"" #techLA",2,0.14075,0.14075,0.7185,196
WO2012154208A2 Transitioning A Mixed-mode Vehicle To Autonomous Mode #G05D #G05D1 url,2,0.1926,0.1926,0.6148,197
DMV Solicits Public Feedback on Autonomous Vehicle Regulations url #scpick,2,0.0,0.0,1.0,198
"Google's Director of the Autonomous Vehicle Project, Anthony Levandowski #energyideas mention mention url",2,0.1105,0.1105,0.779,199
"Will Autonomous Drive eventually preclude entire stages of vehicle development, shortening the lifecycle? Will dynamics matter? #TUdetroit",2,0.13265,0.13265,0.7347,200
"First commercially avail autonomous vehicle in world to be made in US, with help from mention Unicor & used by mention #SmartAmerica",2,0.0,0.0,1.0,201
"First commercially avail autonomous vehicle in world to be made in US, with help from mention and used by mention #SmartAmerica",2,0.12955,0.12955,0.7409,202
"Ohio State launches $4.3 million center to study & advance vehicle safety, funded by mention url #autonomous",2,0.13240000000000002,0.13240000000000002,0.7352,203
WO2013052140A2 Autonomous Vehicle System #A63H #A63H29 url,2,0.0,0.0,1.0,204
One solution to poor DC cab service: call your autonomous vehicle! url,1,0.1224,0.7552,0.1224,205
Heard it thru the grapevine: Apple started autonomous vehicle R&D effort to compete w/Google. Already poaching engineers from other co's.,2,0.0,0.0,1.0,206
CMU Autonomous vehicle mention url,2,0.0,0.0,1.0,207
#Google Enters Autonomous Vehicle in #NASCAR Series  url #engineering,2,0.0,0.0,1.0,208
Cross fingers for google autonomous vehicle announcement. #GoogleIO,1,0.1244,0.7512,0.1244,209
At the Petersen discussing the autonomous vehicle future. url,2,0.0,0.0,1.0,210
Behold the autonomous vehicle!  Being back at SU rocks! #singularityu #GSP12 #emergingtech url,1,0.12669999999999998,0.7466,0.12669999999999998,211
Look forward to speaking at the Florida Autonomous Vehicle Summit this Friday about innovation in transportation #sayfie,1,0.123,0.754,0.123,212
What would entice you to get behind the wheel of an autonomous vehicle? New study shows the possibilities. mention url,2,0.0,0.0,1.0,213
"Scissors, meet ribbon. mention expands facilities for #autonomous #intelligent vehicle research url",2,0.1154,0.1154,0.7692,214
Senator mention showcases mention autonomous vehicle technology in #Tampa #sayfie #FlaPol url,2,0.0,0.0,1.0,215
Kinda tempted to start playing reverse bumper tag with google unpersoned autonomous vehicle behind #DoesThisCarReallyKnow,2,0.184,0.184,0.632,216
"Rajkumar: for foreseeable future, a human must be available in drivers seat to take control even if vehicle is autonomous capable #AVhearing",2,0.0,0.0,1.0,217
"Ohio State autonomous vehicle expert featured in mention article ""The computer in the next lane"" url",2,0.0,0.0,1.0,218
"We need a clean camera because today, the camera is (essentially) in control of the vehicle using Autonomous Rendezvous and Capture tech!",2,0.0,0.0,1.0,219
autonomous vehicle assurance internship url via url,2,0.0,0.0,1.0,220
Radar cruise control is basically a 50% autonomous vehicle. It does braking and acceleration to a maximum speed. You just steer (for now).,2,0.1508,0.1508,0.6984,221
mention mention drive a partially autonomous vehicle (radar cruise control) and you will be a believer. The tech is a life saver.,1,0.12724999999999995,0.7455,0.12724999999999995,222
Does it require extra insurance? RT mention Autonomous vehicle testing now allowed under Michigan law url,2,0.0,0.0,1.0,223
"""mention Michigan Governor Approves Autonomous Vehicle Testing url",2,0.1221,0.1221,0.7558,224
Michigan gives green light to autonomous vehicle testing despite concerns from Google: Michigan will soon become... url,2,0.1286,0.1286,0.7428,225
Auto psychedelia: Lidar heat map from #Ford Fusion Hybrid Autonomous Research Vehicle url,2,0.0,0.0,1.0,226
Michigan latest state to approve autonomous vehicle testing? For more details: url,2,0.0,0.0,1.0,227
Michigan gives green light to autonomous vehicle testing despite concerns from Google: Michigan will soon become... url,2,0.0,0.0,1.0,228
Ford shows off its new autonomous driving research vehicle IaAUI itIaAas got lasers url,2,0.13605,0.13605,0.7279,229
Autonomous Surface Vehicle automates engineeringIaAas dirtiest jobs url,2,0.12695,0.12695,0.7461,230
"Driving in 280 traffic last night I fought the urge to cut off a Google autonomous vehicle. Just to help with their testing, of course.",2,0.1224,0.1224,0.7552,231
"""mention Tune in at 1pm PT: CA Gov. Brown signs autonomous vehicle bill url",2,0.0,0.0,1.0,232
"30 years ago Knight Rider premiered, and the autonomous vehicle of the future was a Trans Am. Now it's a Prius.",2,0.0,0.0,1.0,233
If my autonomous vehicle has a drivers license without a photo... which states can it vote in? #autonomousVehicleProblems,2,0.0,0.0,1.0,234
BYD and Singapore Institute collaborate on autonomous electric vehicle tech for mass transportation - url,2,0.1105,0.1105,0.779,235
"IaAOmention Description of the Navia, low-speed autonomous vehicle. mention url Love to see 'em in FW someday",1,0.1878,0.6244,0.1878,236
#Alert: Licence Plate Number of #Continental Autonomous Vehicle that took off with my boss!  Wow. url,1,0.12845,0.7431,0.12845,237
mention mention any date for Autonomous Vehicle Challenge 2014?,2,0.0,0.0,1.0,238
autonomous road vehicle (ARVs)  url,2,0.0,0.0,1.0,239
The start to building an #autonomous RC vehicle has begun. Brought a #RaspberryPi and a monster truck RC vehicle. Let #science be DONE!!!,2,0.18705,0.18705,0.6259,240
"Given how ornery and rude this #megabus driver is, I'm looking forward to when he gets replaced by an autonomous vehicle #robot",1,0.0,1.0,0.0,241
"fascinating! ""mention what California's autonomous vehicle driving permit looks like: url url",1,0.1168,0.7664,0.1168,242
"Given how ornery and rude this mention driver is, I'm looking forward to when he gets replaced by an autonomous vehicle #robot SF->Sac",1,0.11435,0.7713,0.11435,243
Day 2 of National Association of Motor Vehicle Boards/Commissions. Full agenda...looking forward to hearing about autonomous vehicle regs.,2,0.0,0.0,1.0,244
Can we install cameras to study Michigan football too plz? MT mention MI will install cameras in freeways for autonomous vehicle study,2,0.0,0.0,1.0,245
"State, GM, Ford and U-M team up to promote autonomous vehicle research: Southeast Michigan will lead the nation... url",2,0.0,0.0,1.0,246
Verizon CEO: Autonomous Vehicle Could Happen In 3-5 Years: By Edward CardenasDETROIT (CBS Detroit) IaAUI The CEO of... url,2,0.11065000000000004,0.11065000000000004,0.7787,247
