text,crowd_label,conf0,conf1,conf2,itemID
The First #GOPDebate: Social Media Reaction and More url,2,0.16854999999999998,0.16854999999999998,0.6629,29
#SocialMedia: The First #GOPDebate: Social Media Reaction and More url,2,0.0,0.0,1.0,30
RT WinesdayPodcast : An update on FoxNews tech failures for the #GOPDebate url url,0,0.6576,0.17120000000000002,0.17120000000000002,31
RT mention The Torched has been passed ->.mention is no longer the most Famous Political Assassin! Congratulations mention U WiU_,0,0.6393,0.18035,0.18035,32
"RT mention Jeb Bush: ""Obama is at fault, not my brother, because Obama didn't clean up the mess my brother made."" #GOPDebate url",0,1.0,0.0,0.0,33
"RT mention After the Fox News #GOPDebate, we primary voters are none the wiser on the policy plans these folks are putting forth. Journalism U_",0,1.0,0.0,0.0,34
RT mention listening to fetty wap while packing because i'm a true american #GOPDebate #doesthishashtagexpire?,2,0.1684,0.1684,0.6632,35
RT mention Trump is a cross between the shrug emoji and President Business from the Lego movie. #GOPDebate,0,0.6559,0.17204999999999998,0.17204999999999998,36
"RT mention Meanwhile, in the White House...  #GOPDebate url",0,0.6596,0.17020000000000002,0.17020000000000002,37
RT mention PLEASE RT. #KKKorGOP #GOPDebate url,0,0.6869,0.15655000000000002,0.15655000000000002,38
"Trump thinks criticism of his misogynistic remarks is a ""political correctness"" problem. Nope, it's a pervasive #sexism problem. #GOPDebate",0,1.0,0.0,0.0,39
"RT mention How the #GOPDebate handled #BlackLivesMatter 

url",0,0.6591,0.17045,0.17045,40
RT mention From our Live Chat Room: #GOPDebate #Trump #Futures $SPY #NonFarmPayrolls #Jobs #Netflix -- url url,2,0.1738,0.1738,0.6524,41
UImention #GOPDebate w/ mention delivered the highest ratings in the history of presidential debates. #Trump2016 Fox say thanks,1,0.18235,0.6353,0.18235,42
"RT mention Most-Tweeted mention #GOPDebate moment: saying purpose of military ""to kill people/break things"" re trans servicemembers",0,0.6458,0.17709999999999998,0.17709999999999998,43
RT mention The best and worst from the #GOPDebate url,2,0.18365,0.18365,0.6327,44
RT mention .mention Big moments were mention vs. mention and mention reaction to women question. #KellyFilU_,1,0.18015,0.6397,0.18015,45
"RT mention Here's a question, WHY in the hell are WOMEN & our body parts even in this debate? Foh, stop it, it's not 1965 wtf #GOPDebateU_",0,1.0,0.0,0.0,46
mention Americans getting beheaded overseas and mention is worried whether mention calls Rosie O'Donnell fat? #GOPDebate,0,0.6633,0.16835,0.16835,47
"RT mention I won't defend mention they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate",0,0.6957,0.15215,0.15215,48
"RT mention To non-Christians, #GOPDebate ""God"" questions underline how little anyone really cares about religious minorities. ChriU_",0,1.0,0.0,0.0,49
RT mention The #GOPDebate response to #BlackLivesMatter was pathetic. url,0,1.0,0.0,0.0,50
RT mention .mention said he cut FL taxes by $19B. But that includes cuts in estate taxes mandated by federal law. #GOPDebate. htU_,0,0.6611,0.16945,0.16945,51
"RT mention Dear GOP,
If you want to stop abortions... 

#GOPDebate 
url",0,0.6667,0.16665000000000002,0.16665000000000002,52
RT mention #GOPDebate closing statements: url,0,0.6702,0.1649,0.1649,53
"RT mention Status _UOa Single 

I broke up with mention last night!   Goodbye mention mention & Chris Wallace.

#GOPDebate url",0,1.0,0.0,0.0,54
"RT mention Before the #GOPDebate, 14 focus groupers said they had favorable view of Trump.

After, only 3 saw him positively.  url",1,0.16535,0.6693,0.16535,55
"RT mention Just made my first donation to mention
So impressed by her #GOPDebate performance.
#Fiorina url",1,0.14675,0.7065,0.14675,56
RT mention If we want to stop sending foreign aid to places that burn our flag can we start with Berkeley? #GOPDebate,0,1.0,0.0,0.0,57
RT mention The Rand Paul eye roll to Chris Christie at the #GOPDebate url,2,0.17204999999999998,0.17204999999999998,0.6559,58
RT mention Scrap the President's Iran deal. Iran canUat get a nuke. #Kasich4Us #GOPDebate url,2,0.0,0.0,1.0,59
Trying to decide if it's too early to come back to Twitter fulltime. Was gonna wait closer to election but the #GOPDebate may have me hooked,2,0.15084999999999998,0.15084999999999998,0.6983,60
"RT mention Those saying ""don't worry, Trump will NEVER be elected"" need to remember we elected George Bush. Twice. #GOPDebate url",0,1.0,0.0,0.0,61
"Fox News Had Its Own #GOPDebate Agenda: Promote Carly ""never mention fired from HP"" Fiorina, & run Trump out of race url",0,1.0,0.0,0.0,62
"RT mention Oh, one more thing. Did anyone hear anything about affordable child care for working families last night in the #GOPDebate ? IU_",0,0.6667,0.16665000000000002,0.16665000000000002,63
"RT mention RT mention ""Dear mention #GOPDebate #NotAMistake url",0,0.6667,0.16665000000000002,0.16665000000000002,64
"The Country's going to hell and Megyn Kelly on #FoxNews is attacking Trump for a ""war on women?"" #GOPDebate",0,1.0,0.0,0.0,65
"RT mention 1st #GOPDebate--Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. url",1,0.16325,0.6735,0.16325,66
"RT mention #DonaldTrump said heUas not UIpolitically correct.U  Which, of course, is Trumpspeak for UILetUas face it, IUam huge asshole.U #U_",0,0.6333,0.18335,0.18335,67
RT mention A message to the #GOPDebate candidates: url,0,0.618,0.191,0.191,68
RT mention This is the worst episode of The Apprentice that I've ever seen. #GOPDebate,0,1.0,0.0,0.0,69
"RT mention Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate
httU_",2,0.16545,0.16545,0.6691,70
"RT mention ""The purpose of the military is to kill people and break things."" - something an actual man running for president just said U_",0,0.6239,0.18805,0.18805,71
Wondering if I could get the Republican Party to pay for my liver transplant after playing mention #GOPDebate drinking game last night.,0,0.6211,0.18945,0.18945,72
RT mention Great way to start Friday. #CarlyFiorina mention #GOPDebate url,1,0.16665000000000002,0.6667,0.16665000000000002,73
"RT mention If elected, on my first day as President, I'll rescind every illegal and unconstitutional executive order enacted by Pres. ObaU_",1,0.15115,0.6977,0.15115,74
RT mention Was upstairs putting the kids to bed. How many questions about climate change did I miss? #GOPDebate #GOPClownCar,2,0.16870000000000002,0.16870000000000002,0.6626,75
"TheyUare all Todd Akin now: How the Planned Parenthood sting backfired on Republicans #GOPDebate #StandwithPP 
url",0,0.6889,0.15555000000000002,0.15555000000000002,76
RT mention Hey mention let #REPUBLICANS digest #GOPDebate before allowing crazy mention to TRASH OUR #GOP! mention url,0,0.6629,0.16854999999999998,0.16854999999999998,77
RT mention Watch Donald Trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer url url,0,1.0,0.0,0.0,78
A few of my favorite #Twitter responses to the #GOPDebate last night: url url,2,0.0,0.0,1.0,79
RT mention The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidateU_,0,0.6667,0.16665000000000002,0.16665000000000002,80
RT mention Simply incredible. url Last night's #GOPDebate doubled the previous record for most-watched primary debate iU_,1,0.0,1.0,0.0,81
"RT mention This literally couldn't be more true for me. ""I Watched the #GOPDebate & All I Got Was a Lousy Hangover"" url",0,1.0,0.0,0.0,82
RT mention Haha a little saas from mention this morning towards mention #FactChecked #GOPDebate url,0,0.6659,0.16704999999999998,0.16704999999999998,83
RT mention What people saw in person vs what we saw on tv. #GOPDebate url,0,1.0,0.0,0.0,84
RT mention Marco Rubio Told To His Face He's 'Candidate Of Yesterday' For His Anti-Gay Bigotry url #GOPDebate htU_,0,0.6734,0.1633,0.1633,85
"RT mention None of them have made Trump look out of place or foolish yet. Think about that. When you're done crying, think about it agaiU_",0,0.6264,0.1868,0.1868,86
"RT mention Maybe the GOP just got Piven & Cloward confused with Pinkard & Bowden? ""She thinks I steal cars..."" mention mention",2,0.1724,0.1724,0.6552,87
Had a great time watching the #GOPDebate last night url,1,0.0,1.0,0.0,88
"RT mention #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him U_",0,1.0,0.0,0.0,89
RT mention This is the mention we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate url,0,1.0,0.0,0.0,90
I think mention was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,2,0.14865,0.14865,0.7027,91
"RT mention ""mention web stream and mobile app fail during #GOPDebateU U_ Why am I not surprised? url",0,1.0,0.0,0.0,92
"RT mention At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?url
url",2,0.17215000000000005,0.17215000000000005,0.6557,93
Trump just said mention is a true gentleman & then they started violently 69ing. #GOPDebate,0,0.6882,0.15589999999999998,0.15589999999999998,94
RT mention Ugh will these guys ever shut up about how much they respect women? #GOPDebate,0,1.0,0.0,0.0,95
"RT mention What did the #GOPDebate teach us about a future President Trump?  America probably wonUat be safe, except if weUare attacked U_",0,1.0,0.0,0.0,96
"RT mention This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
url",0,1.0,0.0,0.0,97
"RT mention ""God has blessed the Republican party with many great candidates, mention can't even find one"" - mention #GOPDebate",2,0.17275,0.17275,0.6545,98
RT mention The miracle can happen to you. Grow opportunity and grow jobs. #GOPDebate url,2,0.16925,0.16925,0.6615,99
RT mention Scott Walker can't even carry his own state. #GOPDebate,0,1.0,0.0,0.0,100
"RT mention Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate url",0,1.0,0.0,0.0,101
"RT mention Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",0,1.0,0.0,0.0,102
RT mention Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,0,0.6705,0.16475,0.16475,103
"RT mention Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",0,1.0,0.0,0.0,104
"RT mention ""mention mention  mention behaviour at the #GOPDebate was astonishingly biased.""",0,0.6708,0.16460000000000002,0.16460000000000002,105
RT mention Huh. Half of Clinton's charity went to...the Clintons! url #copolitics #Hillary2016 #StopHillary #UniteBU_,0,0.6932,0.15339999999999998,0.15339999999999998,106
"RT mention #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. mention",0,0.6892,0.15539999999999998,0.15539999999999998,107
"RT mention Democrats watching the #GOPDebate last night url 
#p2 #ctl #topprog #tcot #tlot",2,0.16315000000000002,0.16315000000000002,0.6737,108
"RT mention We all owe mention a huge thank you 4 exposing to the world_UOamention Chris Wallace, & mention are true Rhinos!U_",0,0.6549,0.17254999999999998,0.17254999999999998,109
RT mention Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) url #GOPDebate url,0,0.6395,0.18025,0.18025,110
"RT mention ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate",2,0.17035,0.17035,0.6593,111
"RT mention Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",0,1.0,0.0,0.0,112
RT mention But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,0,0.6546,0.17270000000000002,0.17270000000000002,113
RT mention Missing Jon Stewart already. #GOPdebate #JonVoyage -H,2,0.1488,0.1488,0.7024,114
RT mention Chris Christie is really standing out at the #GOPdebate,1,0.0,1.0,0.0,115
"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople",0,1.0,0.0,0.0,116
"RT mention .mention
You failed the American people tonight. 
You tried to make history, by destroying mention #KellyFaiU_",0,1.0,0.0,0.0,117
"RT mention Btw... when you mix politics and religion, you get politics. #GOPDebate",0,1.0,0.0,0.0,118
mention mention mention WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate,0,1.0,0.0,0.0,119
"RT mention Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate _UO --> url url",0,0.6262,0.1869,0.1869,120
RT mention All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebateU_,0,0.7033,0.14834999999999998,0.14834999999999998,121
Trump gloating abt buying GOP+Dem pols &them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate url,0,0.6429,0.17855,0.17855,122
RT mention Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,1,0.0,1.0,0.0,123
RT mention If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,0,1.0,0.0,0.0,124
"RT mention mention fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. U_",1,0.15385,0.6923,0.15385,125
Summary is the #GOPDebate: Status quo shit show,0,1.0,0.0,0.0,126
"RT mention Hey look, itUas 10 men standing on a stage arguing why they should get to control womenUas bodies and choices. #GOPDebate",0,0.6783,0.16085,0.16085,127
RT mention Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #unU_,0,1.0,0.0,0.0,128
"RT mention #GOPDebate #BATsAsk mention #TBATs Debate over We learned nothing new 
url url",2,0.1839,0.1839,0.6322,129
RT mention If you think ANY of these people are qualified...unfollow me.  #GOPDebate,0,1.0,0.0,0.0,130
Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... url via mention,0,0.6344,0.1828,0.1828,131
#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching,0,0.6667,0.16665000000000002,0.16665000000000002,132
"#Trump is right about mention but really needs to study Matthew 7, verses 3-5. #GOPDebate  url",1,0.1813,0.6374,0.1813,133
RT mention It wasnUat all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. url url,2,0.17004999999999998,0.17004999999999998,0.6599,134
#GOPDebate in one picture url,2,0.0,0.0,1.0,135
"RT mention ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' U_",0,0.6718,0.16410000000000002,0.16410000000000002,136
"RT mention The cheers from #GOPDebate  audience afterTrump defiantly named mention as the woman he called ""Fat Pig"" were the voices U_",0,1.0,0.0,0.0,137
"#BlackLives don't matter, apparently, to Republican candidates for president  url / or to mention #uniteblue #GOPDebate",0,1.0,0.0,0.0,138
"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.",0,1.0,0.0,0.0,139
"mention I thought mention had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.",1,0.16854999999999998,0.6629,0.16854999999999998,140
"mention mention #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators.""",0,1.0,0.0,0.0,141
"UImention Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged",0,1.0,0.0,0.0,142
RT mention I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate,0,1.0,0.0,0.0,143
"RT mention Conservatives are a people without a Network! 

#GOPDebate mention",0,1.0,0.0,0.0,144
RT mention How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie,0,1.0,0.0,0.0,145
RT mention .mention #GOPDebate Performance Review-Reel: url #Perry2016,2,0.0,0.0,1.0,146
"RT mention Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religiU_",0,1.0,0.0,0.0,147
"#GOPDebate 2016 #teamdrbencarson mention  WOW! Brilliant, Cool, Calm & Collected.#empowering",1,0.0,1.0,0.0,148
"RT mention Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that.U_",0,0.6629,0.16854999999999998,0.16854999999999998,149
"RT mention #GOPDebate Winner!
Drudge 50% (187K) mention 
TIME 46% (25K) mention 
FOXSD 49% mention url",1,0.14755,0.7049,0.14755,150
"RT mention .mention  In 2012 you chided mention for ""going from objective moderator to active participant"" #GOPDebate url",0,0.6939,0.15305000000000002,0.15305000000000002,151
#GOPDebate mention mention  in1996 you called mention a two timing slut.  Do you stand by that statement!?,0,0.6344,0.1828,0.1828,152
"RT mention O never watch #KellyFile again

1. #GOPDebate questions 
2. Pandering to mention 
3. Making it about ratings not_Ua14_Uau url",0,1.0,0.0,0.0,153
"IMHO #GOPDebate 
winners #MarcoRubio #Kasich #DonaldTrump 
Losers #ScottWalker #RandPaul #BenCarson 
All others were completely forgettable",1,0.1719,0.6562,0.1719,154
RT mention Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates url #KKKorGOP url,2,0.17059999999999995,0.17059999999999995,0.6588,155
"RT mention ""Challenging the teacher's unions and beating them is the way to go."" UO Jeb url #GOPDebate",0,0.6652,0.1674,0.1674,156
mention The REAL war on women!mention mention mention #GOPDebate mention,0,0.6905,0.15475,0.15475,157
"RT mention .mention ""On Fire"" Debate Performance url #GOPDebate #Perry2016 #tcot",2,0.0,0.0,1.0,158
RT mention Pro-life Republicans be like #GOPDebate url,2,0.15315,0.15315,0.6937,159
RT mention ICYMI: mention on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot url,2,0.0,0.0,1.0,160
RT mention This Trump vs. Fox News conflict is quite the conundrum. ItUas like the personification of Greed vs. Hate. Who do I rootU_,0,0.6941,0.15294999999999995,0.15294999999999995,161
RT mention I know how extraordinary this nation is. #GOPDebate,1,0.1629,0.6742,0.1629,162
"RT mention Meanwhile, in the White House...  #GOPDebate url",0,0.6966,0.1517,0.1517,163
"#rubio still my preference but i can see point of his critics over opportunism, inconsistency #gopdebate",1,0.17525000000000002,0.6495,0.17525000000000002,164
"RT mention He was on fire! .mention ""On Fire"" Debate Performance: url #GOPDebate #Perry2016",1,0.15910000000000002,0.6818,0.15910000000000002,165
RT mention Settling in for the #GOPDebate url,2,0.0,0.0,1.0,166
"RT mention ""mention I'm getting a lot of mention hatemail tonight. _U  #GOPDebate"" She is totally overrated and angry. SheU_",0,1.0,0.0,0.0,167
"This literally couldn't be more true for me. ""I Watched the #GOPDebate & All I Got Was a Lousy Hangover"" url mention",0,0.6667,0.16665000000000002,0.16665000000000002,168
RT mention Not a single question in last night's #GOPDebate about the most urgent issue of our time: climate change.,0,1.0,0.0,0.0,169
"#GOPDebate What was up with #FoxNews & their ""gotcha"" questions? They seemed designed to elicit typical political ""spin"" responses. #tlot",0,0.6782,0.1609,0.1609,170
After the #GOPDebate all of the promises being made by startups at this tech conference seem quite reasonable.,1,0.0,1.0,0.0,171
RT mention mention mention mention mention AMEN! #Trump2016 #WakeUpAmerica #GOPDebate #tcot #stoprush url,0,0.6318,0.1841,0.1841,172
RT mention The highest calling of leadership is to challenge the status quo & unlock potential in others. #GOPDebate. #Carly2016,2,0.16635,0.16635,0.6673,173
"RT mention Me watching the Donald Trump bandwagon pass. 
#tlot #tcot #GOPDebate url",0,0.6941,0.15294999999999995,0.15294999999999995,174
"RT mention Before the #GOPDebate began, didn't the moderators say that 8 million ppl were discussing ""racial issues""? What happened to thosU_",0,0.6705,0.16475,0.16475,175
"RT mention There's nothing like listening to ten dudes who will never need an abortion, talk about whether I should have a right U_",0,1.0,0.0,0.0,176
RT mention FOX silenced by Koch billions too? Not a single question at last night's #GOPDebate to #climatechange deniers about MondU_,0,1.0,0.0,0.0,177
"RT mention These republicans are rich, they don't care about the poverty of America & they definitely don't care bout the poverty of blaU_",0,0.6667,0.16665000000000002,0.16665000000000002,178
"So we just had an office chat about the #GOPDebate,  & I was outed as both a flaming liberal and a politics geek. Probably not surprising.",2,0.0,0.0,1.0,179
"RT mention The only thing that could've made last night's #GOPDebate more amusing would have been:

#CowBells!

#MoreCowBells url",2,0.17855,0.17855,0.6429,180
RT mention All Ted Cruz does is attack other Republicans. #GOPDebate,0,1.0,0.0,0.0,181
"RT mention ICYMI: Not just no, but ""hell no"" to the #IranDeal! #GOPDebate #Perry2016 #tcot url",0,0.6774,0.1613,0.1613,182
RT mention Hard to say who won the #GOPDebate - Bernie or Hillary?,2,0.0,0.0,1.0,183
"RT mention If Donald Trump wins the election, then we'll know we're on the Biff-stole-the-almanac timeline. #GOPDebate",0,1.0,0.0,0.0,184
RT mention Can you chip in $3 to keep the momentum going? #GOPdebate #Carly2016 url,2,0.17435,0.17435,0.6513,185
RT mention Chris Christie just said you have to work two more years before retiring.And that you'll get tens of thousands less you paidU_,0,0.6702,0.1649,0.1649,186
"RT mention John Kasich is ready to lead. Join the team, Claire!: url 

#GOPDebate url",1,0.16850000000000004,0.6629999999999999,0.16850000000000004,187
RT mention The biggest losers in the debate were the Fox moderators who attacked instead of moderating #GOPDebate,0,1.0,0.0,0.0,188
"RT mention Trump has yet to give a single, evidence-based answer to a direct question about policy. That should frighten you. #GOPDebU_",0,1.0,0.0,0.0,189
On my way to the studio -- about to appear on mention to discuss last night's #GOPDebate. Tune in!,2,0.19230000000000005,0.19230000000000005,0.6154,190
RT mention I honestly think sometimes these guys forgot they came from wombs too. #KKKorGOP #GOPDebate  url,0,0.6778,0.16110000000000002,0.16110000000000002,191
"RT mention Women who shame other women for having abortions deserve to be shamed for having no soul or self respect. 

#PlannedParenU_",0,1.0,0.0,0.0,192
"RT mention ""When the rich wage war it's the poor who die."" Jean-Paul Sartre 
This is now GOP foreign policy. 
#GOPDebate",0,1.0,0.0,0.0,193
"At the #GOPDebate, we saw the candidates completely miss the mark on race & #BlackLivesMatter
url url",0,0.6889,0.15555000000000002,0.15555000000000002,194
RT mention S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate,0,1.0,0.0,0.0,195
RT mention Obama better not leave his prayer rug behind in the Oval Office when I get elected because I'll throw it out.   #GOPDebate,2,0.16365000000000002,0.16365000000000002,0.6727,196
mention mention You got that right! #GOPDebate,0,0.6277,0.18615,0.18615,197
"RT mention Trump just said the U.S. is stupid, so let's vote him President. WTF people. #GOPDebate",0,1.0,0.0,0.0,198
So excited for mention #GOPDebate #Kasich4Us #Republicandebate #kasich2016 been waiting for 20 years!!,1,0.0,1.0,0.0,199
"RT mention Rep Engel is 2nd major Jewish Democrat to announce opposition to Iran deal during #GOPDebate, following Schumer opposition.",2,0.1889,0.1889,0.6222,200
Hey look it's my feelings about Donald Trump summed up in one gif #GOPDebate url,0,1.0,0.0,0.0,201
"RT mention Are any of these dudes for the legalization of marijuana, or what? #GOPDebate",2,0.0,0.0,1.0,202
"RT mention What I learned from the #GOPDebate:
Some guy's dad was a mailman. Jesus Christ is everyone's running mate. The GOP has runU_",2,0.1658,0.1658,0.6684,203
RT mention Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers url #GOPDebate url,0,0.6341,0.18295,0.18295,204
RT mention UII french-kissed Jesus Christ!U - Every candidate #GOPDebate,0,0.6418,0.17909999999999998,0.17909999999999998,205
#GOPDebate #Closingstatements mention just be honest. u were defs talking about mention coz he's stealing ur schtick,0,0.6744,0.1628,0.1628,206
"When cnn, msnbc ,and the new York times praise fox moderators then you know the moderators fucked up. #GOPDebate",0,1.0,0.0,0.0,207
RT mention Trump is a lunatic. #GOPDebate,0,1.0,0.0,0.0,208
"Cruz has class & truth, that gets my vote! #GOPDebate",1,0.0,1.0,0.0,209
"RT mention AssClown: I'm the only reason anyone is even talking about illegal immigration. Keep digging, Donald! #GOPDebate",0,0.6146,0.1927,0.1927,210
RT mention Tom Hanks. Finally. Somebody who makes some sense. #GOPDebate #DebateWithBernie,1,0.18025,0.6395,0.18025,211
RT mention Olivia Pope would not vote for any of these guys #GOPDebate,0,0.7091,0.14545000000000002,0.14545000000000002,212
All #GOP candidates want to reduce taxes while #Huckabee wants to legalize prostitution and drugs so we can tax it. #GOPDebate,0,0.6738,0.16310000000000002,0.16310000000000002,213
"RT mention Hi Fox panel, can you just ask Donald every single question? Hand him a shovel while you're at it so he can keep digging. #U_",0,1.0,0.0,0.0,214
#GOPDebate #Trump is Breaking Records! So what he's not a polished Politician. Makes me love him even more.  url,1,0.17525000000000002,0.6495,0.17525000000000002,215
RT mention Oh. It was just a movie trailer. #GOPDebate #DebateWithBernie,0,0.6701,0.16495,0.16495,216
Why are all the Trump accessory women wearing the same shoes?!  #GOPDebate url,0,1.0,0.0,0.0,217
And Donald Trump is an absolute nut! So entertaining LOL #GOPDebate,0,1.0,0.0,0.0,218
"""mention Top GOP pundits pick their #GOPdebate winners: url url
Winners...Fox News
Losers...USA",0,0.6703,0.16485,0.16485,219
RT mention Candidates went after mention 32 times in the #GOPdebate-but remained silent about the issues that affect us. url,0,1.0,0.0,0.0,220
RT mention .mention trying 2show up mention w mention Trying 2take him down. Trying 2destroy him. Not happening. #KellyU_,0,0.7039,0.14805,0.14805,221
