,text,crowd_label,conf0,conf1,itemID
44,RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,60
45,"RT mention Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women orU_",0,0.6742,0.3258,61
46,"Where could I watch #GOPDebate again besides Fox?
Fox stream quality is terrible!",0,0.6737,0.32630000000000003,62
47,"#GOPDebate candidates handled themselves well considering the awkward intro, hostile moderators & questions designed 2 bloody candidates.",0,1.0,0.0,63
48,RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,65
49,"Okay GOP candidates if anyone if you have a uterus you can speak on abortions, if not STFU! #GOPDebates #StandwithPP",0,0.6738,0.32620000000000005,66
50,#gopdebates.  Thank god the longest Saturday night live skit ever is finally over.  What a disaster.,0,1.0,0.0,68
51,RT mention #True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiunU_,0,0.6667,0.33330000000000004,69
52,"After #GOPDebate the world leaders said ""put the bombs away, these guys will destroy America themselves."" #Republicans #notbetter",0,0.6841,0.3159,70
53,RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,0.6846,0.3154,71
54,"RT mention Omg. Ben Carson is really talking about a ""race war."" #GOPDebate url",0,1.0,0.0,72
55,"RT mention The ignorance, stupidity, bigotry & misogyny on the Fox hosted #GOPDebate last night was laughable,disgusting & frightU_",0,1.0,0.0,73
56,RT mention Trump: I told God to come to my wedding and HE CAME. #GOPDebate,0,0.6804,0.3196,74
57,RT mention This thing is longer than two Hobbit movies combined. #GOPDebate,0,0.6778,0.32220000000000004,75
58,RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,0.6559,0.3441,76
59,"RT mention Why do these arrogant Press-aholes thinks it's THEIR right 2pick the next President? It's NOT! It's OURS!
#GOPDebate url",0,0.6889,0.31110000000000004,78
60,Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates,0,1.0,0.0,80
61,RT mention The candidates don't have to attack mention Fox is doing it for them by stoping him from speaking. _Ua14_Uau #GOPDebateU_,0,1.0,0.0,82
62,Oh and the absolute disrespect of mention by the GOP candidates in the #GOPDebate was DISGUSTING!,0,1.0,0.0,83
63,RT mention Fox News tries to get the GOP to gang up on Trump and Kasich curb stomps Chris Wallace #cuckservative #GOPDebate,0,1.0,0.0,84
64,"Donald Trump would be a bad President, but an excellent Pro Wrestler. Finishing move: The Trump Card! #GOPDebate",0,0.6478,0.3522,85
65,"RT mention #ChrisChristie blasts sanctuary cities, then finds he has four under his own nose in #NJ. #GOPDebate #fail #FoxNews url",0,1.0,0.0,86
66,Wait- Ben Carson is actually in these debates? What does he do in his downtime? I hope he brought a book. #GOPDebates,0,0.6667,0.33330000000000004,89
67,"The media seem to be leaving out the most disturbing comments Trump made to Megan Kelly where he made a veiled threat to her.
#gopdebate",0,1.0,0.0,90
68,RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,91
69,I wish I could bitch slap shit out a Donald Trump him and Ted Cruz.And some other candidates were annoying.#GOPDebate,0,1.0,0.0,92
70,mention mention he also suddenly became a resident of NY even he is from Jersey... #GOPDebate,0,1.0,0.0,93
71,RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,1.0,0.0,94
72,RT mention mention #GOPDebate These Megan Kelly tweets say it all url url GOP setup to fail U_,0,0.6705,0.3295,96
73,RT mention Add this to #HilaryClinton accomplishments. Selfies with K's. #GOPDebate url,0,0.6932,0.3068,97
74,RT mention Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates _Ua14_Uau,0,1.0,0.0,98
75,RT mention #DonaldTrump won't rule out third-party bid mention mention look into the #GOPdebate url url,0,0.6245,0.3755,99
76,RT mention Black males age 15 to 34 are more likely to be killed with a gun than to die by any other cause #GOPdebate #gunsense,0,1.0,0.0,100
77,"RT mention I don't understand politics but I understand wrestling, so all I know from watching the #GOPDebate is that Trump cuts the bU_",0,0.6489,0.3511,101
78,"mention Then the mutants at the 
Democrat abortion fest will thrill you. #GOPDebate",0,1.0,0.0,103
79,RT mention Funny how all male candidates seem to think their opinion on female healthcare is actually fucking relevant #GOPDebate,0,1.0,0.0,104
80,RT mention You would never know mention  is the frontrunner from watching this debate. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,105
81,RT mention FOX News won't admit who the Republican leader is right now I mean mention only has a double-digit lead _Ua14_Uau #GOPDU_,0,1.0,0.0,108
82,I need to order another green apple martini to process what the hell just happened. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,109
83,"RT mention Trump was ""railroaded"" by FOX? No one said, ""Yo, Trump, they may ask you about third-party intentions, what you going to saU_",0,0.6455,0.35450000000000004,110
84,"RT mention All of the jokes aside, the #GOPDebate moderators gave weak questions and candidates gave weak answers. Good luck againU_",0,1.0,0.0,113
85,RT mention Scott Walker continues to nod in agreement with the other candidates praying he doesn't get called on again. #GOPDebate,0,0.6202,0.3798,114
86,".mention Say it with me, GOP: Bashing .mention is not a campaign platform! #GOPDebate",0,1.0,0.0,115
87,"These self righteous hypocrites, trying to out God each other. Shameless. #GOPDebates",0,1.0,0.0,116
88,mention #GOPDebate #MeganKelly  the 1 clear looser last night was Fox New ' s Fair & Balanced reputation.,0,1.0,0.0,121
89,RT mention Trump has Cam hands. #GOPDebates,0,0.6659999999999999,0.3340000000000001,122
90,"Anyone who claims to be hearing from ""God""every morning should not be fit to hold office...might be better to take your meds #GOPDebates",0,0.6773,0.3227,123
91,RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,1.0,0.0,124
92,RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,125
93,RT mention The Facebook logos on stage during a debate between potential leaders of our nation is chillingly sinister in such a blataU_,0,1.0,0.0,126
94,RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,0.6715,0.3285,127
95,"RT mention url Not, one!!! #GOPDebate",0,1.0,0.0,128
96,RT mention Huckabee. #GOPDebates url,0,0.6629,0.3371,129
97,"""Illegals"", ""prostitutes""...and the dehumanizing racism and misogyny just keep on going #GOPDebates",0,0.6702,0.3298,132
98,"You didn't do a bad job, mention but a reporter should never scold & say things like, ""You mean to tell me???"" 

Do better. 
#GOPDebate",0,1.0,0.0,133
99,Abortion rights are barbaric and need to go - we are killing American citizens! #GOPDebate #prolife #AbortionIsMurder #PlannedParenthood,0,1.0,0.0,134
100,"RT mention Trump has yet to give a single, evidence-based answer to a direct question about policy. That should frighten you. #GOPDebU_",0,1.0,0.0,135
101,"RT mention You liar, Trump, You came out against the war in Iraq because your other businesses went belly up #GopDebates",0,1.0,0.0,137
102,RT mention Go back to Canada Asshole #GopDebates url,0,1.0,0.0,138
103,RT mention Men deciding what women can or cannot do with their bodies. World history in a nutshell. #GOPDebate,0,0.6667,0.33330000000000004,139
104,"Believing in ""God"" is not a prerequisite for the Office of the Presidency. Why are we talking about it? #GOPDebates",0,0.6444,0.3556,140
105,after mention #Gopdebate mention made it a mockery last night i look forward to #internationalbeerday,0,0.6966,0.3034,141
106,"RT mention mention 
A rare view from behind the stage at the #GOPDebate  A behind the scene look at candidates.. #GOPDEBATES url",0,0.6774,0.3226,143
107,"the fact that it WASNT EVEN A DEBATE AT ALL. It was literally pundits saying ""remember the time you said X? Bish how bout now!?"" #GOPDebate",0,1.0,0.0,144
108,Fox's Todd Starnes Bashes #MegynKelly: 'Are You Freaking Kidding Me?' url (VIDEO)  #GOPDebate url,0,0.6589,0.3411,145
109,RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,146
110,"RT mention Hey Mike Huckabee, Leave Prostitutes alone, you are one also... #GopDebates",0,1.0,0.0,147
111,It makes me mad when the moderators intentionally turn the debate personal with attacks and gotcha questions. #GOPDebate,0,1.0,0.0,148
112,"Wow, Walker says that Russia/China probably know more about HRC's emails than Congress does. #GOPdebates",0,0.6915,0.3085,149
113,RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,150
114,"RT mention I'm waiting for the day Donald Trump pulls off his face and is revealed to be a character performance by Andy Kaufman.

#GOU_",0,0.6683,0.3317,152
115,"RT mention Newsflash, JEB - You won't unite the country with #CommonCore. Please!  LOL! #GOPDebates",0,0.64,0.36,153
116,"Hilarious coverage of last night's #GOPDebate, from my colleague Al Perrotta:  Ten Guys Walk Onto a StageU_ url",0,0.6807,0.31930000000000003,155
117,"RT mention When you think of how laughable their prospects are, then you remember George W. Bush won twice. #GOPDebate url",0,1.0,0.0,156
118,I don't know about anyone else but think last night #GOPDebate on mention was a BIG flop without mention mention & mention #Boycott,0,0.6847,0.3153,157
119,How can anyone take mention seriously when he's talking about Rosie O'Donnell at a debate? #GOPDebate #asshat,0,1.0,0.0,158
120,RT mention Stupid! Mexico smart. America stupid. Rosie O' is a pig. If it weren't for Trump I'd be sober now. Pass the tequila. #U_,0,0.6705,0.3295,159
121,RT mention THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonightUas #GOPdebates,0,1.0,0.0,161
122,RT mention Can someone send this to #GOPDebates #BlackLivesMatter url,0,0.6705,0.3295,164
123,RT mention Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined U_,0,0.6426,0.35740000000000005,165
124,RT mention Why is #outnumbered trying to make the #GOPDebate more exciting than it was? mention has all shows promoting the weak deU_,0,1.0,0.0,166
125,"RT mention At this point, talking about 9/11 at #GOPDebates has gone on longer than ""Who is A?"" on Pretty Little Liars",0,1.0,0.0,167
126,"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,168
127,"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,169
128,Glad to see SOMEBODY fact-checking #GOPDebate. #Fox let lies slide last night & rest of #media not much better.  url,0,0.6882,0.3118,170
129,"With so many candidates, you don't get a #GOPDebate you get the political version of #ChorusLine auditions. #INeedThisJob",0,0.6495,0.35050000000000003,171
130,"RT mention Bottom Line:

Fox News lost the debate.

All the candidates have more integrity. 

#GOPDebate  _Ua14_Uau",0,0.7079,0.2921,172
131,RT mention It was unfathomable that mention would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL url,0,0.6725,0.3275,173
132,RT mention So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,0,1.0,0.0,174
133,RT mention Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #U_,0,0.6889,0.31110000000000004,175
134,"RT mention Not one word by mention Candidates about Income Inequality, Climate Change, Citizens United or Student Debt. #GOPDebate url",0,1.0,0.0,176
135,Tough to watch the #GOPDebate and not sense that mention line of questioning was trying to depose mention and anoint Jeb.,0,0.6578,0.34219999999999995,177
136,RT mention mention you mean before you crash and burned- you're despicable- never watch your show again- EVER! #GOPDebate mention,0,0.6778,0.32220000000000004,178
137,mention they all need coif reform. #GOPDebates,0,0.6742,0.3258,179
138,"Trump being told about his company's bankruptcies.

#GOPdebates url",0,1.0,0.0,180
139,RT mention Can Jeb Bush be swapped out for Carly Fiorina in the next debate or does the line of succession have to be Clinton or BU_,0,0.6372,0.3628,181
140,"my head still hurts from hearing mike huckabee imply trans ppl are a ""social experiment"" like eat my trans shit u moldy dishrag #GOPDebate",0,1.0,0.0,184
141,Cruz is being completely ignored.  #GOPDebates,0,0.6531,0.3469,186
142,RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,1.0,0.0,187
143,"RT mention No, #DonaldTrump, YOU'RE stupid. #GOPDebate",0,1.0,0.0,188
144,"RT mention .mention
Cancel primaries. Fox Party set up & anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe url",0,1.0,0.0,189
145,RT mention BREAKING EXCLUSIVE PIC Trump meets the press after #GOPDebate url,0,1.0,0.0,190
146,RT mention So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,0,0.6679999999999999,0.3320000000000001,191
147,RT mention .mention & mention arrogant/snarky on #GOPDebates. The NY & DC Media complex are slimy. Our America is not their U_,0,1.0,0.0,192
148,#GOPDebate Americans are FED UP with the LIES! No more lies that only benefit politicians! #NoMoreLies url,0,1.0,0.0,193
149,RT mention 10 men on stage discussing one woman. mention #GOPdebates,0,0.6774,0.3226,195
150,"RT mention Women should start protesting #GOPDebates misogyny with ""Stay out of my vagina unless I want you in there!"" placards. (I U_",0,1.0,0.0,196
151,"Retweeted CDM (mention

So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates",0,0.6702,0.3298,197
152,"RT mention ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",0,1.0,0.0,198
153,RT mention #WishfulThinking! #GOPDebate showed quite plainly how NOT prepared any of those men (+1 woman) are 2 lead nation. url,0,0.9637,0.0363,200
154,"RT mention Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",0,1.0,0.0,202
155,RT mention Listening to Donald #Trump2016 you get impression he could start a fight in an empty room #GOPDebate,0,0.6556,0.34440000000000004,203
156,RT mention mention mention mention mention AMEN! #Trump2016 #WakeUpAmerica #GOPDebate #tcot #stoprush url,0,0.6318,0.3682,204
157,".mention had bad night, should've asked mention important questions, how will he stop ISIS #GOPDebate  url",0,1.0,0.0,205
158,RT mention .mention & mention arrogant/snarky on #GOPDebates. The NY & DC Media complex are slimy. Our America is not their U_,0,1.0,0.0,206
159,RT mention #GOPdebate Perry wants war! #IranDeal #Hillary2016 #UniteBlue #PDMFNB #p2 url,0,0.6705,0.3295,207
160,"""This wasnUat a debate, this was an inquisition."" A Foxy, Rowdy Republican Debate url #GOPDebate #tcot #ccot #ycot",0,1.0,0.0,208
161,RT mention Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate,0,1.0,0.0,209
162,RT mention Has democracy ever been more for sale than w/ a GOP debate only accessible to those who pay for cable TV? #GOPDebate,0,0.6861,0.3139,210
163,"RT mention After this debate, my opinion changed the MOST about mention mention mention & Chris Wallace! Utterly DisappointedU_#GU_",0,1.0,0.0,211
164,"RT mention You guys, separation of church and state is also in the constitution.#GOPDebates",0,0.6202,0.3798,212
165,RT mention FOX silenced by Koch billions too? Not a single question at last night's #GOPDebate to #climatechange deniers about MondU_,0,1.0,0.0,214
166,RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,215
167,"RT mention Hey mention ! How absolutely fearful are you of mention ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebatU_",0,1.0,0.0,216
168,"Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't afford to live. #GopDebates",0,1.0,0.0,217
169,RT mention We the American people pick the next President of United States not FOX News _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,218
170,"RT mention Those elusive words the #tenmen in the #GOPDebate pretty much forgot to say: ""middle class."" #GOPtbt url",0,1.0,0.0,219
171,RT mention . #GOPDebate drinking game: take a shot every time a candidate talks over the only female moderator,0,1.0,0.0,220
172,I bet Todd Palin consults Rand Paul on where to get his goatee trimmed when he visits KY #GOPDebate,0,0.6759,0.32410000000000005,222
173,RT mention Life begins after this debate ends. #GOPDebates,0,0.6588,0.34119999999999995,223
174,"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,224
175,RT mention It was unfathomable that mention would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL url,0,1.0,0.0,225
176,"RT mention Hey mention ! How absolutely fearful are you of mention ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebatU_",0,0.6966,0.3034,226
177,mention All that talk abt pro-life & not 1 suggestion on what to do w/ forced birth babies. The poor get poorer. #prochoice #GOPDebate,0,1.0,0.0,227
178,RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,228
179,"The ""If we knew what we know now"" Q's regarding #IRAQ are idiotic as they are insulting to all of the #veterans who served there! #GOPDebate",0,1.0,0.0,229
180,"""Sanitized sound bites and and bumper sticker rhetoric"" -Carly Fiorina #GOPDebates",0,0.6656,0.33440000000000003,231
181,RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,232
182,#GOPDebates Need I say more url,0,1.0,0.0,233
183,#DonaldTrumpforPresident in the #GOPDebate proves he's a neanderthal url #WhatILearnedToday #BitchyOldQueen mention,0,1.0,0.0,234
184,RT mention Huckabee. #GOPDebates url,0,0.6778,0.32220000000000004,235
185,My takeaway from last night's #GOPDebate is basically this and only this. #RandPaul @ Cleveland Sucks url,0,0.6742,0.3258,236
186,"RT mention Translation, Jeb Bush, I fucked Florida schools so badly they still have not recovered. That is the truth, I live hereU_",0,1.0,0.0,237
187,"Most of the debate was mention attacking mention and missing the mark, although it was entertaining #GOPDebate",0,0.6292,0.3708,238
188,"Wouldn't debates be interesting if the questions were just asked, and whoever wanted to answer did. True personalities would show #GOPDebate",0,0.6517,0.34830000000000005,239
189,I guess separation of church and state isn't a thing anymore in our country #GOPDebate,0,1.0,0.0,240
190,mention RT mention 7 most ridiculous things Donald Trump said during #GOPdebate: url,0,0.6632,0.3368,242
191,"RT mention Everything is the prostitutes' and pimps' fault, right Huckabee? #GOPDebates",0,1.0,0.0,243
192,"So, George W got the Texas accent and Jeb got that stammering one? #GOPDebates",0,0.6484,0.3516,244
193,RT mention NO MORE BUSHS... FUCK YOU JEB #GopDebates,0,1.0,0.0,245
194,RT mention mention Megyn Kelly's #GOPDebate performance was every bit as biased and obnoxious as that of Candy Crowley's 2012 mention peU_,0,1.0,0.0,246
195,"LOL! Dmention straight! Unbelievable the sexist, misogynistic &
racist tones. Repugnant sad state of affairs. #GOPDebate url",0,1.0,0.0,247
196,RT mention This is not a debate. #GOPDebate,0,1.0,0.0,248
197,RT mention Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates _Ua14_Uau,0,0.6477,0.35229999999999995,249
198,RT mention The candidates don't have to attack mention Fox is doing it for them by stoping him from speaking. _Ua14_Uau #GOPDebateU_,0,0.6848,0.31520000000000004,250
199,"Chris Christie tried to wrap himself in 9/11 (Giuliani-style) during the #GOPdebate. In doing so, he lied, twice. url",0,1.0,0.0,251
200,I have always thought of myself as having average intelligence but after watching last nightUas #GOPDebate I feel like a genius. Also sad.,0,1.0,0.0,252
201,"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,0.6852,0.3148,253
202,RT mention The candidates don't have to attack mention Fox is doing it for them by stoping him from speaking. _Ua14_Uau #GOPDebateU_,0,1.0,0.0,254
203,These boys imagine themselves in the Oval Office? God help us all. #GOPdebate #debate #houseofcards,0,1.0,0.0,255
204,"#gopdebate mention trying to make this whole process a reality show one hatred filled tweet at a time, you were and still are awful",0,1.0,0.0,256
205,RT mention Instagram shut mention acct for posting real quotes from #GOPdebate w/ #KKKorGOP. Someone tell Instagram they're on theU_,0,0.6921,0.30789999999999995,257
206,RT mention So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GOU_,0,1.0,0.0,259
207,RT mention Fox is cherry picking the candidates. Jeb gets the softball questions. _Ua14_Uau #GOPDebates  #GOPDebates,0,1.0,0.0,260
208,Still in disbelief that the last question last night was about God. So much for separation of church and state. #GOPDebate,0,1.0,0.0,261
209,Disappointed that the two most brilliant didn't get nearly enough talk time. #GOPDebates mention mention,0,0.6932,0.3068,263
210,mention owning traitor Chris Chistie _UO_UO_UO #politics #Freedom #debates #GOPDebates #RandPaulU_ url,0,1.0,0.0,264
211,"RT mention So many great jokes on Twitter tonight about the #GOPDebates, but not as many as there were on stage.",0,0.6705,0.3295,265
212,RT mention Megyn Kelly Chris Wallace and Brett Bair were no doubt posing questions to incite attacks and drama..and it backfired #GOPU_,0,1.0,0.0,266
213,"It sounds like Jeb was provided his questions before the debate. ""This has happened 27 times"" like a reflex.  #GOPdebates",0,0.6813,0.3187,267
214,RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,1.0,0.0,268
215,RT mention It was unfathomable that mention would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL url,0,0.6389,0.3611,269
216,Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,0,0.6913,0.3087,270
217,"RT mention Jebby talking changing tax code to fix ""job killers"".  Is that Jebspeak for give corporations more tax breaks?   #GOPDebates",0,0.6264,0.3736,271
218,mention He's just getting started.#GOPDebates,0,0.6667,0.33330000000000004,272
219,"RT mention Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPoliU_",0,1.0,0.0,274
220,"RT mention ""Purpose of the military is to kill people and break things!"" Um? Really? It's a last resort to defend Americans #GOP201U_",0,0.6316,0.3684,276
221,RT mention Just ignore all the pundit blither. The biggest winner of last night's #GOPdebate was mention Full stop.,0,1.0,0.0,277
222,RT mention Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates _Ua14_Uau,0,1.0,0.0,278
223,RT mention Remember to attack the #cuckservative in the #GOPDebate tonight url,0,0.6496,0.35040000000000004,279
224,mention has issues with women 4 ex wives & a daughter -Obama has 2 daughters 1 wife & is Very Respectful #gopdebate #msnbc #cnn,0,1.0,0.0,281
225,"RT mention #BATsAsk Where are your solutions? More tax cuts 4 rich? yawn. 
#GOPDebate 
mention 
#TBATs url",0,0.682,0.31799999999999995,283
226,"RT mention ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' U_",0,0.6718,0.32820000000000005,284
