,text,crowd_label,conf0,conf1,itemID
92,LOL #bencarson #GOPDebates but seriously you didn't answer the question,0,0.6237,0.3763,1665
93,"RT mention Wham, Bam, Thank You, Ann! How the participants of the #GOPDebates should be seen. #truthbomb url",0,0.6914,0.3086,1019
94,"RT mention Cancel the primaries. Fox Party set up & anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe url",0,1.0,0.0,1719
95,Donald Trump's toupee got me feenin for some cotton candy. Mmmm yum. #GOPDebates,0,0.6831,0.3169,1438
96,RT mention Not a single question in last night's #GOPDebate about the most urgent issue of our time: climate change.,0,1.0,0.0,4587
97,RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,1.0,0.0,5696
98,#Bernie Sanders on #GOPDebate: What About Women? url #FeelTheBern,0,0.7065,0.2935,2443
99,A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? #toot #GOPDebates,0,1.0,0.0,2329
100,RT mention trump is a turd #gopdebate,0,1.0,0.0,5890
101,"RT mention Well, #DonalTrump don't like the truth from the Fox Focus group conducted by #FrankLuntz url #GOPDeU_",0,0.6829,0.31710000000000005,5558
102,RT mention The candidates don't have to attack mention Fox is doing it for them by stoping him from speaking. _Ua14_Uau #GOPDebateU_,0,1.0,0.0,6161
103,"c'mon, megyn, let's get to the issues: jade helm, fluoride, ""trayvon riots,"" fema camps, freemasonry, the trilateral commission #GOPDebates",0,0.6489,0.3511,2966
104,RT mention After mention hugged Obama he doesn't deserve to be on the stage tonight. _Ua14_Uau #GOPDebates  #GOPDebates,0,1.0,0.0,1931
105,RT mention Fox is cherry picking the candidates. Jeb gets the softball questions. _Ua14_Uau #GOPDebates  #GOPDebates,0,0.6735,0.3265,749
106,mention Why did you lie about your US Attorney Start/Appointment date during #GOPDebate? Too easy to fact check..,0,0.6744,0.3256,1126
107,"RT mention ""Pimps are prostitues"" I now have to chug all my wine didn't think that was gonna make it in #GOPDebates",0,1.0,0.0,1315
108,"RT mention Can someone tell the GOP it's not ""I-ran"".... #GOPDebate",0,0.6667,0.33330000000000004,3369
109,#FoxNews should let someone else handle future debates. They are incompetent. #FoxDebate #GOPDebate,0,1.0,0.0,1468
110,"RT mention Jindal: if you wanna come here, do it legally, learn English, roll up your sleeves and get to work.
#GOPDebate",0,0.6418,0.3582,3199
111,RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,3086
112,Dumbo is on stage. *these views do not reflect the views of Walt Disney. Mostly because they're not racist enough #GOPDebates #RubiosEars,0,1.0,0.0,6002
113,How embarrassing. The whole world is watching this and they must be asking what is going on. #GOPDebates #Republicandebaters #Bernie2016,0,1.0,0.0,3089
114,GOP respects life....just not black ones. #GOPDebates,0,1.0,0.0,1725
115,RT mention $40 for a blowjob...plus tax. #GOPDebates,0,0.6722,0.3278,414
116,"Hey #GopDebates, Ronald Reagan has no relationship to you assholes, he pardoned millions of mexican americans #BOOM",0,0.6477,0.35229999999999995,3601
117,"Am I the only one that feels like I have a hangover but wasn't drunk last night? _U_
#GOPDebate",0,1.0,0.0,3030
118,"mention going.Ronda Rousey on mention 's  posterior and his childish comeback was a ""where were you when?"" moment.#GOPDebate",0,0.6813,0.3187,2708
119,"Wow apparently Trump got even more whiny and defensive after the debate. No class. Big mouth. Yeah, great presidential material. #GOPDebate",0,0.6136,0.3864,3716
120,RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,232
121,"RT mention Women should start protesting #GOPDebates misogyny with ""Stay out of my vagina unless I want you in there!"" placards. (I U_",0,1.0,0.0,4685
122,RT mention It was unfathomable that mention would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL url,0,1.0,0.0,225
123,RT mention My feelings about Trump after #GOPDebate: url,0,1.0,0.0,784
124,"RT mention ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",0,0.6629999999999999,0.3370000000000001,2617
125,RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,447
126,That #GOPDebate last night was ridiculously biased against mention the moderators were very unprofessional.,0,0.6593,0.3407,2754
127,#RealityCheck: Rupert Murdoch & Valerie Jarrett gushing over Jeb Bush (& each other) #2016election #GOPDebate url,0,0.6742,0.3258,1335
128,Because GOP is on the WRONG side of all those issues. #GOPDebates #FoxNews #FoxDebate  url,0,0.6774,0.3226,1514
129,RT mention Fox is cherry picking the candidates. Jeb gets the softball questions. _Ua14_Uau #GOPDebates  #GOPDebates,0,1.0,0.0,5658
130,#GOPDebates on Fox. Where else? The Sloth Network?,0,0.6966,0.3034,2250
131,RT mention Has democracy ever been more for sale than w/ a GOP debate only accessible to those who pay for cable TV? #GOPDebate,0,0.6861,0.3139,210
132,".mention
Cancel the primaries. Fox Party set up & anointed their man Jeb Bush
#ObviousAsHell #GOPDebates #CantTrustABush #morningjoe",0,0.6737,0.32630000000000003,6164
133,"Not shocked much,but ""debate"" questions for both were ABSURD!!With all the shit we have going on, they chose 2 try & start fights #GOPDebate",0,1.0,0.0,812
134,RT mention The mention and mention are getting exactly what they deserve! #morningjoe #GOPDebate,0,1.0,0.0,1926
135,RT mention Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates,0,1.0,0.0,3177
136,"Megyn - Did you call #Trump2016 names?
Bush - Not me!
Megyn - Ok! 

Seriously??? Crucify him like you do Trump!
#GOPDebates #Biased",0,0.6506,0.34940000000000004,1604
137,"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,0.6409999999999999,0.3590000000000001,3341
138,"RT mention Hey mention -- if you want to check out the Constitution, it's right here in Philly. I'll keep the bridge open for yU_",0,0.6404,0.35960000000000003,5608
139,"RT mention I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair & Balanced"" at all. _Ua14_Uau #GOPDebatU_",0,0.6364,0.3636,4281
140,But the sound bite Rush Limbaugh played was mention on Hillary Clinton. #GOPDebate  Carly: Democrat party is undermining US fabric.,0,0.6503,0.3497,2277
141,"These people specialize in superlatives and hyperbole. Makes for good TV, but bad politics. #GOPDebates",0,1.0,0.0,2546
142,RT mention Walker: God is cutting the UW budget. Talk to him. #GOPdebates,0,0.7197,0.2803,5234
143,RT mention FOX News won't admit who the Republican leader is right now I mean mention only has a double-digit lead _Ua14_Uau #GOPDU_,0,1.0,0.0,4716
144,"RT mention Can we also compare and talk how many minority American citizens have died due to ""self-defense""? #GOPDebate",0,1.0,0.0,2489
145,"What I learned from the #GOPDebate:
Some guy's dad was a mailman. Jesus Christ is everyone's running mate. The GOP has run out of women.",0,1.0,0.0,3581
146,RT mention You take mention off the stage and last nightUas #GOPDebate is watched by next to no one.,0,1.0,0.0,2290
147,"RT mention Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebatU_",0,0.6705,0.3295,5488
148,mention Pandering & propaganda was alive & well during the #GOPDebate everyone running to the right of the other-catering 2the #KochBrothers,0,0.6596,0.34040000000000004,1286
149,"Not everyone is a fucking LGBT student struggling to pay bills Debs. 
#GOPDebate  url",0,1.0,0.0,2037
150,"mention No Guy. Trump shoots the messenger, as he did with Meagan Kelly last night. Must be a habitual response of his. #GOPDebate",0,0.66,0.34,6170
151,Wasted opportunity to ask a doctor what science is #DebateWithBernie #GOPDebacle #GOPDebates,0,1.0,0.0,5547
152,"RT mention #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",0,0.6222,0.3778,1463
153,RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,0.6867,0.3133,5255
154,RT mention 37% of the time during the #GOPDebate was the commentators questions & digs at mention Terrible 1st debate hosted bU_,0,1.0,0.0,2310
155,"mention ""our skin does not make us who we are.. It's our brain""... How is that a sellout? #GOPDebate",0,0.6774,0.3226,5878
156,mention they all need coif reform. #GOPDebates,0,0.6742,0.3258,179
157,mention yep mention sucked at #GOPDebate  mention  country is in a mess & debate questions Terrible,0,0.6667,0.33330000000000004,9
158,Shut the fuck up Rubio you ain't gonna win #GOPDebate,0,1.0,0.0,3903
159,RT mention Did I hear that right? #DonaldTrump had to pay people to attend a family wedding? #GOPDebates,0,0.6966,0.3034,4588
160,RT mention Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #U_,0,0.6889,0.31110000000000004,175
161,RT mention mention mention mention One interesting thing to note at #GOPDebate no questions were asked about NatiU_,0,0.6705,0.3295,2457
162,RT mention Fake laughter is the best laughter. #GOPDebate,0,1.0,0.0,5152
163,mention mention That's too extreme and violates the First Amendment #GOPDebate,0,0.6859999999999999,0.3140000000000001,1210
164,"These self righteous hypocrites, trying to out God each other. Shameless. #GOPDebates",0,1.0,0.0,116
165,RT mention It's cute how Chris Christie has the Bob's Big Boy haircut #GOPDebates,0,0.6725,0.3275,5381
166,RT mention #GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional,0,0.6495,0.35050000000000003,4279
167,#GOPDebate madness last night. DNC this morning.... #Guuuuurrrrlllll url,0,0.6632,0.3368,660
168,"""I think Trump looks very unserious ""... Ya think?? #CNN #GOPDebates",0,1.0,0.0,5155
169,RT mention So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,0,0.7097,0.2903,5736
170,Media sticks up 4 mention during #GOPDebate n rips #Trump. What media'is missing #Trump did not crash n burn. Megan set Trump up.,0,1.0,0.0,919
171,"RT mention #GOPDebate I used to be a fan of mention , not anymore.  She is laughing while attacking candidates. #UnprofessionalU_",0,1.0,0.0,743
172,"Last night, I wasn't sure if I was watching the #GOPDebate or an mention sketch. Absolutely hilarious.",0,1.0,0.0,3659
173,"RT mention This literally couldn't be more true for me. ""I Watched the #GOPDebate & All I Got Was a Lousy Hangover"" url",0,1.0,0.0,1420
174,"RT mention I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _Ua14_Uau #GOPDebate  #GU_",0,0.6966,0.3034,4110
175,"RT mention If mention hasn't wrapped up the mailman vote by the end of this debate, he ought to drop out. #GOPdebates #LZDebates",0,0.688,0.3120000000000001,3171
176,"RT mention mention 
A rare view from behind the stage at the #GOPDebate  A behind the scene look at candidates.. #GOPDEBATES url",0,0.6703,0.3297,5717
177,"RT mention Paul brilliantly got Christie to admit that he would violate the 4th Amendment. Of course, no one in that building cares. #U_",0,0.6966,0.3034,2882
178,RT mention time-lapse of my face during the entire #GOPDebate url,0,0.6782,0.3218,5355
179,The #GOPDebate was a bunch of fake tanned idiots say opinions no one cared for. It was basically the mention  mention,0,1.0,0.0,6090
180,RT mention Aaaand #megynfail brings in DNC chair to take down Trump thru women's rights. My gender once again used as fear tool. Ugh #GOU_,0,1.0,0.0,2681
181,"RT mention Scott Walker keeps saying he turned Wisconsin around. That state is poor, poverty stricken and riddled with bullets. #GOPDU_",0,1.0,0.0,2707
182,RT mention We the American people pick the next President of United States not FOX News _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,4683
183,"RT mention As president, I will get tough on China. As soon as I've accepted delivery of my next shipload of shirts #GOPDebate htU_",0,0.6585,0.3415,4765
184,RT mention The biggest losers in the debate were the Fox moderators who attacked instead of moderating #GOPDebate,0,1.0,0.0,3748
185,All the tweets about the #GOPDebate are hilarious _UOI_UE (aka Trump is the biggest joke of 2015; thanks for all the laughs _Ua),0,1.0,0.0,1899
186,RT mention Chrissy 'Tingles' Matthews gets his ass handed to him by Carly Fiorina. _Ua_Ua_Ua url #GOPDebate,0,0.6838,0.31620000000000004,1839
187,"No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates",0,1.0,0.0,2302
188,RT mention Am I the only one who doesn't trust mention #RandPaul #GOP2016 #GOPDebate #GOPDebates #USA #Merica,0,1.0,0.0,3397
189,"Hey Rand, say negotiate one more time #GOPDebates",0,0.6477,0.35229999999999995,6070
190,mention wins the polls in the #GOPDebate debate. What does that tell u? #Americans r sick of the same ole politician song & dance.,0,1.0,0.0,6178
191,"RT mention Dear Jeb Bush, Your Record, Sir is clear, you are a fucking ememy of the voting public... PERIOD. #GopDebates",0,0.6742,0.3258,2596
192,RT mention Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,0,1.0,0.0,5011
193,"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,5766
194,Storming here and directv satellite is coming and going. Let me know If THE DONALD actually ^answers^ a question! #GOPdebates,0,0.6667,0.33330000000000004,6159
195,#GOPDebate didn't offer a single solution to any salient issues,0,0.6789,0.32110000000000005,885
196,"RT mention mention mention 

mention mention and Chris Wallace.

just need one more Horseman... 

#GOPDebate",0,0.6889,0.31110000000000004,1095
197,RT mention U.S. military spending vs other nations via mention url #GOPDebates url,0,0.6547,0.34530000000000005,1856
198,RT mention Lame question for Trump... Megan Kelly mention #GOPdebate #FoxDebate mention,0,1.0,0.0,3561
199,"RT mention #DonaldTrump The only difference between me & other candidates is that IUam more honest & my women are more beautiful. 
U_",0,1.0,0.0,452
200,"Anyone who claims to be hearing from ""God""every morning should not be fit to hold office...might be better to take your meds #GOPDebates",0,0.6773,0.3227,123
201,This demagogue infuses hate in God's name he is NO CHRISTIAN. #GOPDebates url,0,1.0,0.0,3291
202,RT mention TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,0,0.6778,0.32220000000000004,5818
203,I'm still reflecting on the #GOPDebate that basically made me #GOPeeMyPants.,0,1.0,0.0,1184
204,"RT mention Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebatU_",0,0.69,0.31000000000000005,725
205,RT mention Fox is cherry picking the candidates. Jeb gets the softball questions. _Ua14_Uau #GOPDebates  #GOPDebates,0,0.7003,0.2997,4912
206,RT mention Who will have the bigger boobs? #Hooterspageant on FoxSports1 or #GOPdebates on FOX News? url,0,1.0,0.0,2554
207,"mention Agreed. Still, he's the one everyone is talking about. #mystified #GOPDebate",0,1.0,0.0,1852
208,#GOPDebate #Closingstatements mention just be honest. u were defs talking about mention coz he's stealing ur schtick,0,0.6744,0.3256,4152
209,RT mention I need to order another green apple martini to process what the hell just happened. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,4369
210,If only we'd stop getting the candidates we deserve... #GOPdebates,0,0.6701,0.3299,5128
211,"Trump: the system is broken, i know because i've taken advantage. #GOPDebate",0,0.6552,0.3448,5138
212,RT mention Trump constantly looks like he's trying to push out a fart. #GOPDebate,0,0.6531,0.3469,4838
213,"RT mention mention Yes that was ridiculous for mention to do that.
#GOPDebate",0,1.0,0.0,6028
214,RT mention Rand Paul comes across as the bad guy in a John Hughes film. #GOPDebates url,0,0.6628,0.3372000000000001,2606
215,RT mention mention taking huge cheap shots mention #ChrisWallace even asking for help from mention to pound on #Trump. #GOU_,0,1.0,0.0,4176
216,Closing round. Time for some God-blessed low blows at the Democrats. #GOPdebates,0,0.6774,0.3226,3534
217,RT mention YALL BETTER NOT LIE ABOUT GOD. S/he didn't talk to all of yall. #GOPDebates,0,0.6628,0.3372000000000001,3189
218,#GOPDebates  just more and more solid proof to the rest of the world that Americans are crazy!!!,0,1.0,0.0,4689
219,"3:15 hr #Learjet flight earlier, #Dallas to #Monterrey #California. Missed the #GOPDebates, who shined? mention mention mention",0,0.6774,0.3226,4123
220,"RT mention Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebatU_",0,0.6531,0.3469,4541
221,"RT mention Who had the MOST face time in the #GOPDebates? Why mention , of course. Is she running for something?She needs to.SU_",0,0.6742,0.3258,3524
222,mention mention that man did not say one intelligent thing. I mean... None of them did. #BernieSanders #GOPDebate #FeelTheBern,0,1.0,0.0,3388
223,RT mention Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #U_,0,0.6629,0.3371,3401
224,RT mention Classy. #GOPDebates  url,0,0.6897,0.3103,3179
