text,crowd_label,conf0,conf1,itemID
"RT mention Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women orU_",0,0.6742,0.3258,61
"Where could I watch #GOPDebate again besides Fox?
Fox stream quality is terrible!",0,0.6737,0.32630000000000003,62
"#GOPDebate candidates handled themselves well considering the awkward intro, hostile moderators & questions designed 2 bloody candidates.",0,1.0,0.0,63
RT mention Rubio has spoken the #truth! #WakeUpAmerica #GOPDebate url,1,0.3477,0.6523,64
RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,65
"Okay GOP candidates if anyone if you have a uterus you can speak on abortions, if not STFU! #GOPDebates #StandwithPP",0,0.6738,0.32620000000000005,66
mention Excellent job last night at the #GOPDebate. Class act all around. Proud to have you as a Republican candidate. #BenCarson,1,0.0,1.0,67
#gopdebates.  Thank god the longest Saturday night live skit ever is finally over.  What a disaster.,0,1.0,0.0,68
RT mention #True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiunU_,0,0.6667,0.33330000000000004,69
"After #GOPDebate the world leaders said ""put the bombs away, these guys will destroy America themselves."" #Republicans #notbetter",0,0.6841,0.3159,70
RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,0.6846,0.3154,71
"RT mention Omg. Ben Carson is really talking about a ""race war."" #GOPDebate url",0,1.0,0.0,72
"RT mention The ignorance, stupidity, bigotry & misogyny on the Fox hosted #GOPDebate last night was laughable,disgusting & frightU_",0,1.0,0.0,73
RT mention Trump: I told God to come to my wedding and HE CAME. #GOPDebate,0,0.6804,0.3196,74
RT mention This thing is longer than two Hobbit movies combined. #GOPDebate,0,0.6778,0.32220000000000004,75
RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,0.6559,0.3441,76
"RT mention Thank you mention mention mention Chris Wallace, & team, you guys put in tremendous amount of work for tonight'U_",1,0.3636,0.6364,77
"RT mention Why do these arrogant Press-aholes thinks it's THEIR right 2pick the next President? It's NOT! It's OURS!
#GOPDebate url",0,0.6889,0.31110000000000004,78
RT mention Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,1,0.0,1.0,79
Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates,0,1.0,0.0,80
Withholding my very valuable presidential endorsement until I hear about everyone's point of view on the 2nd amendment #GOPDebate,0,0.6264,0.3736,81
RT mention The candidates don't have to attack mention Fox is doing it for them by stoping him from speaking. _Ua14_Uau #GOPDebateU_,0,1.0,0.0,82
Oh and the absolute disrespect of mention by the GOP candidates in the #GOPDebate was DISGUSTING!,0,1.0,0.0,83
RT mention Fox News tries to get the GOP to gang up on Trump and Kasich curb stomps Chris Wallace #cuckservative #GOPDebate,0,1.0,0.0,84
"Donald Trump would be a bad President, but an excellent Pro Wrestler. Finishing move: The Trump Card! #GOPDebate",0,0.6478,0.3522,85
"RT mention #ChrisChristie blasts sanctuary cities, then finds he has four under his own nose in #NJ. #GOPDebate #fail #FoxNews url",0,1.0,0.0,86
"RT mention RT mention ""Twitter declares mention the #GOPDebate winner aE"" url",1,0.2785,0.7215,87
"Trump's response?
""I think the biggest problem this country has is being politically correct."" 
#GOPDebate mention",0,0.6842,0.3158,88
Wait- Ben Carson is actually in these debates? What does he do in his downtime? I hope he brought a book. #GOPDebates,0,0.6667,0.33330000000000004,89
"The media seem to be leaving out the most disturbing comments Trump made to Megan Kelly where he made a veiled threat to her.
#gopdebate",0,1.0,0.0,90
RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,91
I wish I could bitch slap shit out a Donald Trump him and Ted Cruz.And some other candidates were annoying.#GOPDebate,0,1.0,0.0,92
mention mention he also suddenly became a resident of NY even he is from Jersey... #GOPDebate,0,1.0,0.0,93
RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,1.0,0.0,94
RT mention UIWe don't have time for tone...we have to go out and get the job done.U UODonald Trump #GOPDebate url,1,0.3409,0.6591,95
RT mention mention #GOPDebate These Megan Kelly tweets say it all url url GOP setup to fail U_,0,0.6705,0.3295,96
RT mention Add this to #HilaryClinton accomplishments. Selfies with K's. #GOPDebate url,0,0.6932,0.3068,97
RT mention Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates _Ua14_Uau,0,1.0,0.0,98
RT mention #DonaldTrump won't rule out third-party bid mention mention look into the #GOPdebate url url,0,0.6245,0.3755,99
RT mention Black males age 15 to 34 are more likely to be killed with a gun than to die by any other cause #GOPdebate #gunsense,0,1.0,0.0,100
"RT mention I don't understand politics but I understand wrestling, so all I know from watching the #GOPDebate is that Trump cuts the bU_",0,0.6489,0.3511,101
My takeaways from #GOPDebate highlights? (1) It was a cross b/w a circus & a firing squad and (2) mention is kind of attractive! #amirite,1,0.0,1.0,102
"mention Then the mutants at the 
Democrat abortion fest will thrill you. #GOPDebate",0,1.0,0.0,103
RT mention Funny how all male candidates seem to think their opinion on female healthcare is actually fucking relevant #GOPDebate,0,1.0,0.0,104
RT mention You would never know mention  is the frontrunner from watching this debate. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,105
"RT mention Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
url
#GOPDebates",1,0.33330000000000004,0.6667,106
Wondering how the day after the #GOPDebate is going? I've ordered Dominos and read through my watch party swag: url,1,0.33509999999999995,0.6649,107
RT mention FOX News won't admit who the Republican leader is right now I mean mention only has a double-digit lead _Ua14_Uau #GOPDU_,0,1.0,0.0,108
I need to order another green apple martini to process what the hell just happened. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,109
"RT mention Trump was ""railroaded"" by FOX? No one said, ""Yo, Trump, they may ask you about third-party intentions, what you going to saU_",0,0.6455,0.35450000000000004,110
mention Stand-outs #GOPDebate   1.mention 2.mention 3.mention 4.mention 5.mention,1,0.0,1.0,111
Hoping that mention takes this country to places we haven't seen in decades! Keep up the good work! #GOPDebate,1,0.0,1.0,112
"RT mention All of the jokes aside, the #GOPDebate moderators gave weak questions and candidates gave weak answers. Good luck againU_",0,1.0,0.0,113
RT mention Scott Walker continues to nod in agreement with the other candidates praying he doesn't get called on again. #GOPDebate,0,0.6202,0.3798,114
".mention Say it with me, GOP: Bashing .mention is not a campaign platform! #GOPDebate",0,1.0,0.0,115
"These self righteous hypocrites, trying to out God each other. Shameless. #GOPDebates",0,1.0,0.0,116
"#RFS reduces our need for oil imports from hostile foreign regions, which helps keep our military out of Middle East conflicts. #GOPDebate",1,0.3486,0.6514,117
RT mention You would never know mention  is the frontrunner from watching this debate. _Ua14_Uau #GOPDebate  #GOPDebates,1,0.0,1.0,118
UIMarco Rubio consistently gave strong and substantive answersU He Wins Main Event: url #GOPDebate url,1,0.0,1.0,119
RT mention .mention calls mention debate closing a UIshow-stopping zingerU #ImWithHuck #GOPDebate,1,0.0,1.0,120
mention #GOPDebate #MeganKelly  the 1 clear looser last night was Fox New ' s Fair & Balanced reputation.,0,1.0,0.0,121
RT mention Trump has Cam hands. #GOPDebates,0,0.6659999999999999,0.3340000000000001,122
"Anyone who claims to be hearing from ""God""every morning should not be fit to hold office...might be better to take your meds #GOPDebates",0,0.6773,0.3227,123
RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,1.0,0.0,124
RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,125
RT mention The Facebook logos on stage during a debate between potential leaders of our nation is chillingly sinister in such a blataU_,0,1.0,0.0,126
RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,0.6715,0.3285,127
"RT mention url Not, one!!! #GOPDebate",0,1.0,0.0,128
RT mention Huckabee. #GOPDebates url,0,0.6629,0.3371,129
"RT mention My #GOPDebate analysis, 10) Gov. Kasich = A rising star in republican politics, Shows strong leadership, Will definitelU_",1,0.0,1.0,130
Donald Trump gets the award for most entertaining. #GOPDebate,1,0.33330000000000004,0.6667,131
"""Illegals"", ""prostitutes""...and the dehumanizing racism and misogyny just keep on going #GOPDebates",0,0.6702,0.3298,132
"You didn't do a bad job, mention but a reporter should never scold & say things like, ""You mean to tell me???"" 

Do better. 
#GOPDebate",0,1.0,0.0,133
Abortion rights are barbaric and need to go - we are killing American citizens! #GOPDebate #prolife #AbortionIsMurder #PlannedParenthood,0,1.0,0.0,134
"RT mention Trump has yet to give a single, evidence-based answer to a direct question about policy. That should frighten you. #GOPDebU_",0,1.0,0.0,135
RT mention That Carly Fiorina is trending -- hours after HER debate -- above any of the men in just-completed #GOPdebate says she's on U_,1,0.0,1.0,136
"RT mention You liar, Trump, You came out against the war in Iraq because your other businesses went belly up #GopDebates",0,1.0,0.0,137
RT mention Go back to Canada Asshole #GopDebates url,0,1.0,0.0,138
RT mention Men deciding what women can or cannot do with their bodies. World history in a nutshell. #GOPDebate,0,0.6667,0.33330000000000004,139
"Believing in ""God"" is not a prerequisite for the Office of the Presidency. Why are we talking about it? #GOPDebates",0,0.6444,0.3556,140
after mention #Gopdebate mention made it a mockery last night i look forward to #internationalbeerday,0,0.6966,0.3034,141
"Seeing lots of mention ""tried too hard"" during #GOPDebate . It was perfect to make sure he was heard and truth twisting was called out",1,0.3516,0.6484,142
"RT mention mention 
A rare view from behind the stage at the #GOPDebate  A behind the scene look at candidates.. #GOPDEBATES url",0,0.6774,0.3226,143
"the fact that it WASNT EVEN A DEBATE AT ALL. It was literally pundits saying ""remember the time you said X? Bish how bout now!?"" #GOPDebate",0,1.0,0.0,144
Fox's Todd Starnes Bashes #MegynKelly: 'Are You Freaking Kidding Me?' url (VIDEO)  #GOPDebate url,0,0.6589,0.3411,145
RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,146
"RT mention Hey Mike Huckabee, Leave Prostitutes alone, you are one also... #GopDebates",0,1.0,0.0,147
It makes me mad when the moderators intentionally turn the debate personal with attacks and gotcha questions. #GOPDebate,0,1.0,0.0,148
"Wow, Walker says that Russia/China probably know more about HRC's emails than Congress does. #GOPdebates",0,0.6915,0.3085,149
RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,150
People really need to do their research on Carly Fiorina. She was extremely impressive in the #GOPDebate yesterday. mention,1,0.0,1.0,151
"RT mention I'm waiting for the day Donald Trump pulls off his face and is revealed to be a character performance by Andy Kaufman.

#GOU_",0,0.6683,0.3317,152
"RT mention Newsflash, JEB - You won't unite the country with #CommonCore. Please!  LOL! #GOPDebates",0,0.64,0.36,153
Jon Stewart isn't Dr Dre but when he talks #GOPDebate via               #InternationalBeerDay it's The Gift that brings the #FridayFeeling,1,0.35350000000000004,0.6465,154
"Hilarious coverage of last night's #GOPDebate, from my colleague Al Perrotta:  Ten Guys Walk Onto a StageU_ url",0,0.6807,0.31930000000000003,155
"RT mention When you think of how laughable their prospects are, then you remember George W. Bush won twice. #GOPDebate url",0,1.0,0.0,156
I don't know about anyone else but think last night #GOPDebate on mention was a BIG flop without mention mention & mention #Boycott,0,0.6847,0.3153,157
How can anyone take mention seriously when he's talking about Rosie O'Donnell at a debate? #GOPDebate #asshat,0,1.0,0.0,158
RT mention Stupid! Mexico smart. America stupid. Rosie O' is a pig. If it weren't for Trump I'd be sober now. Pass the tequila. #U_,0,0.6705,0.3295,159
RT mention Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. _Ua14_Uau #GOPDebate  #GOPDebates,1,0.3370000000000001,0.6629999999999999,160
RT mention THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonightUas #GOPdebates,0,1.0,0.0,161
RT mention Is Kasich aware that he's making sense? #GOPDebates,1,0.3298,0.6702,162
"RT mention Thanks Fox News, you're raising mention 's ratings. _Ua14_Uau #GOPDebate  #GOPDebates",1,0.0,1.0,163
RT mention Can someone send this to #GOPDebates #BlackLivesMatter url,0,0.6705,0.3295,164
RT mention Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined U_,0,0.6426,0.35740000000000005,165
RT mention Why is #outnumbered trying to make the #GOPDebate more exciting than it was? mention has all shows promoting the weak deU_,0,1.0,0.0,166
"RT mention At this point, talking about 9/11 at #GOPDebates has gone on longer than ""Who is A?"" on Pretty Little Liars",0,1.0,0.0,167
"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,168
"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,169
Glad to see SOMEBODY fact-checking #GOPDebate. #Fox let lies slide last night & rest of #media not much better.  url,0,0.6882,0.3118,170
"With so many candidates, you don't get a #GOPDebate you get the political version of #ChorusLine auditions. #INeedThisJob",0,0.6495,0.35050000000000003,171
"RT mention Bottom Line:

Fox News lost the debate.

All the candidates have more integrity. 

#GOPDebate  _Ua14_Uau",0,0.7079,0.2921,172
RT mention It was unfathomable that mention would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL url,0,0.6725,0.3275,173
RT mention So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,0,1.0,0.0,174
RT mention Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #U_,0,0.6889,0.31110000000000004,175
"RT mention Not one word by mention Candidates about Income Inequality, Climate Change, Citizens United or Student Debt. #GOPDebate url",0,1.0,0.0,176
Tough to watch the #GOPDebate and not sense that mention line of questioning was trying to depose mention and anoint Jeb.,0,0.6578,0.34219999999999995,177
RT mention mention you mean before you crash and burned- you're despicable- never watch your show again- EVER! #GOPDebate mention,0,0.6778,0.32220000000000004,178
mention they all need coif reform. #GOPDebates,0,0.6742,0.3258,179
"Trump being told about his company's bankruptcies.

#GOPdebates url",0,1.0,0.0,180
RT mention Can Jeb Bush be swapped out for Carly Fiorina in the next debate or does the line of succession have to be Clinton or BU_,0,0.6372,0.3628,181
"RT mention I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _Ua14_Uau #GOPDebate  #GU_",1,0.34619999999999995,0.6538,182
Mike Huckabee quoting Limp Bizkit lyrics for his military talking points #BreakStuff #GOPDebates,1,0.3178,0.6822,183
"my head still hurts from hearing mike huckabee imply trans ppl are a ""social experiment"" like eat my trans shit u moldy dishrag #GOPDebate",0,1.0,0.0,184
.mention #GOPDebate I'd like to see FOX host a #Democrat debate so these cands. aren't getting all soft-ball questions.,0,0.6502,0.3498,185
Cruz is being completely ignored.  #GOPDebates,0,0.6531,0.3469,186
RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,1.0,0.0,187
"RT mention No, #DonaldTrump, YOU'RE stupid. #GOPDebate",0,1.0,0.0,188
"RT mention .mention
Cancel primaries. Fox Party set up & anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe url",0,1.0,0.0,189
RT mention BREAKING EXCLUSIVE PIC Trump meets the press after #GOPDebate url,0,1.0,0.0,190
RT mention So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,0,0.6679999999999999,0.3320000000000001,191
RT mention .mention & mention arrogant/snarky on #GOPDebates. The NY & DC Media complex are slimy. Our America is not their U_,0,1.0,0.0,192
#GOPDebate Americans are FED UP with the LIES! No more lies that only benefit politicians! #NoMoreLies url,0,1.0,0.0,193
"Good debates, including the #GOPDebates challenge candidates to say what they mean, both on purpose or on accident and last night did that.",1,0.3372000000000001,0.6628,194
RT mention 10 men on stage discussing one woman. mention #GOPdebates,0,0.6774,0.3226,195
"RT mention Women should start protesting #GOPDebates misogyny with ""Stay out of my vagina unless I want you in there!"" placards. (I U_",0,1.0,0.0,196
"Retweeted CDM (mention

So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates",0,0.6702,0.3298,197
"RT mention ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",0,1.0,0.0,198
"""I'm the only guy on this stage who..."" Is Christie's theme and it's not a bad theme. #GOPDebates",1,0.0,1.0,199
RT mention #WishfulThinking! #GOPDebate showed quite plainly how NOT prepared any of those men (+1 woman) are 2 lead nation. url,0,0.9637,0.0363,200
"RT mention Thanks Fox News, you're raising mention 's ratings. _Ua14_Uau #GOPDebate  #GOPDebates",1,0.0,1.0,201
"RT mention Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",0,1.0,0.0,202
RT mention Listening to Donald #Trump2016 you get impression he could start a fight in an empty room #GOPDebate,0,0.6556,0.34440000000000004,203
RT mention mention mention mention mention AMEN! #Trump2016 #WakeUpAmerica #GOPDebate #tcot #stoprush url,0,0.6318,0.3682,204
".mention had bad night, should've asked mention important questions, how will he stop ISIS #GOPDebate  url",0,1.0,0.0,205
RT mention .mention & mention arrogant/snarky on #GOPDebates. The NY & DC Media complex are slimy. Our America is not their U_,0,1.0,0.0,206
RT mention #GOPdebate Perry wants war! #IranDeal #Hillary2016 #UniteBlue #PDMFNB #p2 url,0,0.6705,0.3295,207
"""This wasnUat a debate, this was an inquisition."" A Foxy, Rowdy Republican Debate url #GOPDebate #tcot #ccot #ycot",0,1.0,0.0,208
RT mention Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate,0,1.0,0.0,209
RT mention Has democracy ever been more for sale than w/ a GOP debate only accessible to those who pay for cable TV? #GOPDebate,0,0.6861,0.3139,210
"RT mention After this debate, my opinion changed the MOST about mention mention mention & Chris Wallace! Utterly DisappointedU_#GU_",0,1.0,0.0,211
"RT mention You guys, separation of church and state is also in the constitution.#GOPDebates",0,0.6202,0.3798,212
RT mention Thank you mention for highlighting the critical issues facing veterans at tonight's #GOPDebate url,1,0.32220000000000004,0.6778,213
RT mention FOX silenced by Koch billions too? Not a single question at last night's #GOPDebate to #climatechange deniers about MondU_,0,1.0,0.0,214
RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,215
"RT mention Hey mention ! How absolutely fearful are you of mention ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebatU_",0,1.0,0.0,216
"Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't afford to live. #GopDebates",0,1.0,0.0,217
RT mention We the American people pick the next President of United States not FOX News _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,218
"RT mention Those elusive words the #tenmen in the #GOPDebate pretty much forgot to say: ""middle class."" #GOPtbt url",0,1.0,0.0,219
RT mention . #GOPDebate drinking game: take a shot every time a candidate talks over the only female moderator,0,1.0,0.0,220
RT mention Classy. #GOPDebates  url,1,0.0,1.0,221
I bet Todd Palin consults Rand Paul on where to get his goatee trimmed when he visits KY #GOPDebate,0,0.6759,0.32410000000000005,222
RT mention Life begins after this debate ends. #GOPDebates,0,0.6588,0.34119999999999995,223
"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,224
RT mention It was unfathomable that mention would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL url,0,1.0,0.0,225
"RT mention Hey mention ! How absolutely fearful are you of mention ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebatU_",0,0.6966,0.3034,226
mention All that talk abt pro-life & not 1 suggestion on what to do w/ forced birth babies. The poor get poorer. #prochoice #GOPDebate,0,1.0,0.0,227
RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,228
"The ""If we knew what we know now"" Q's regarding #IRAQ are idiotic as they are insulting to all of the #veterans who served there! #GOPDebate",0,1.0,0.0,229
"RT mention If elected, on my first day as President, I'll rescind every illegal and unconstitutional executive order enacted by Pres. ObaU_",1,0.3023,0.6977,230
"""Sanitized sound bites and and bumper sticker rhetoric"" -Carly Fiorina #GOPDebates",0,0.6656,0.33440000000000003,231
RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,232
#GOPDebates Need I say more url,0,1.0,0.0,233
#DonaldTrumpforPresident in the #GOPDebate proves he's a neanderthal url #WhatILearnedToday #BitchyOldQueen mention,0,1.0,0.0,234
RT mention Huckabee. #GOPDebates url,0,0.6778,0.32220000000000004,235
My takeaway from last night's #GOPDebate is basically this and only this. #RandPaul @ Cleveland Sucks url,0,0.6742,0.3258,236
